CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Drug.Plan.Quality.Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins., Special Needs Plan (SNP) Care Management,Contract_Type,Year
H1264,3,2,0,0,0,4,2,5,4,3,3,3,3,2,2,4,3,0,2,2,0,4,2,0,2,3,2,2,2,3,1,3,4,4,5,3,0,0,3,4,4,0,3,1,3,5,0,4,1,4,5,0,3,2,3,2,MA PD,2016
H1286,4,3,0,0,0,3,5,4,2,5,0,0,0,4,3,2,4,0,3,2,0,2,3,3,4,1,3,1,3,4,5,3,2,0,0,5,0,0,5,5,0,0,4,5,3,3,0,2,4,4,5,0,4,4,4,0,MA PD,2016
H1291,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,3,0,4,0,0,0,3,5,0,5,5,5,0,PART D,2016
H1302,3,2,0,0,0,2,4,4,2,2,0,0,0,1,2,2,4,0,3,5,0,1,4,4,5,5,5,2,4,5,4,4,3,3,1,3,0,0,3,5,0,0,5,4,4,5,0,2,5,4,4,0,4,5,5,0,MA PD,2016
H1304,4,3,0,0,0,3,4,5,3,4,0,0,0,3,3,3,4,0,3,3,0,2,4,4,5,4,4,3,4,4,3,5,5,4,2,5,0,0,5,4,0,0,4,3,5,5,0,2,4,4,3,0,4,5,5,0,MA PD,2016
H1350,3,2,0,0,0,4,4,3,3,3,4,5,4,1,3,2,4,0,3,5,0,2,3,4,5,5,4,4,4,5,4,5,2,3,2,3,0,0,3,5,4,0,5,4,5,5,0,4,5,4,4,0,5,5,5,3,MA PD,2016
H1365,5,4,0,0,0,3,3,3,3,4,0,0,0,0,5,3,4,0,4,0,0,1,3,5,5,5,4,5,5,5,4,3,2,0,0,5,0,0,5,5,0,0,5,4,3,5,0,4,5,4,5,0,5,5,5,0,MA PD,2016
H1406,4,3,0,0,0,4,3,2,3,5,5,5,5,2,4,4,4,0,4,3,0,3,3,3,3,3,3,4,4,3,3,5,4,0,0,5,0,0,5,5,0,0,3,3,5,5,0,4,3,3,5,0,4,4,4,3,MA PD,2016
H1415,4,3,0,0,0,1,2,4,4,4,4,3,3,3,3,4,3,0,3,2,0,4,3,2,3,2,3,3,4,3,4,3,2,4,5,4,0,0,4,5,0,0,3,4,3,4,0,3,2,3,5,0,3,3,3,3,MA PD,2016
H1416,4,2,0,0,0,1,3,5,4,3,3,2,3,2,2,4,4,0,2,4,0,4,2,1,2,3,2,2,3,3,1,4,3,3,5,3,0,0,3,4,0,0,3,1,4,2,0,2,2,4,5,0,3,3,3,1,MA PD,2016
H1417,4,4,0,0,0,3,2,3,3,4,0,0,0,3,3,3,4,0,3,4,0,2,2,5,5,5,5,5,5,5,5,5,4,5,2,5,0,0,5,5,0,0,5,5,5,4,0,4,5,3,5,0,5,5,5,0,MA PD,2016
H1418,3,2,0,0,0,4,3,2,3,4,0,0,0,2,3,3,4,0,4,3,0,2,4,4,4,3,4,3,5,4,3,4,3,0,0,5,0,0,5,5,0,0,4,3,4,3,0,4,4,3,5,0,4,5,4,0,MA PD,2016
H1463,5,4,0,0,0,5,3,3,2,5,0,0,0,4,3,4,4,0,4,5,0,3,2,5,5,5,5,5,5,5,5,5,4,5,2,5,0,0,5,5,0,0,5,5,5,3,0,5,5,3,5,0,5,5,5,0,MA PD,2016
H1468,4,3,0,0,0,5,2,3,3,5,0,0,0,1,4,3,5,0,5,5,0,2,3,5,5,4,5,5,5,5,3,5,4,0,0,5,0,0,5,5,0,0,5,3,5,3,0,5,4,3,5,0,5,5,5,0,MA PD,2016
H1510,3,3,0,0,0,3,2,4,3,4,0,0,0,2,2,3,4,0,4,4,0,1,4,4,5,3,5,4,5,4,3,5,5,0,0,5,0,0,5,5,0,0,4,3,5,4,0,4,3,3,5,0,4,5,5,0,MA PD,2016
H1517,3,3,0,0,0,4,4,5,3,4,0,0,0,2,2,3,4,0,3,3,0,1,3,4,4,1,4,2,5,3,5,4,3,0,0,5,0,0,5,5,0,0,3,5,4,5,0,1,3,4,4,0,4,5,5,0,MA PD,2016
H1537,5,5,0,0,0,4,0,0,4,3,0,0,0,0,3,3,4,0,2,0,0,2,2,5,5,5,4,5,3,5,5,5,0,0,0,5,0,0,5,5,0,0,5,5,5,0,0,5,4,4,5,0,4,5,5,0,MA PD,2016
H1607,4,4,0,0,0,5,3,3,4,3,0,0,0,2,2,3,4,0,3,4,0,1,3,4,4,5,3,4,3,4,5,5,2,0,0,5,0,0,5,4,0,0,4,5,5,5,0,2,3,4,3,0,5,5,5,0,MA PD,2016
H1608,3,3,0,0,0,4,4,4,1,5,0,0,0,4,3,4,5,0,5,5,0,1,4,4,5,4,4,2,4,4,3,5,3,3,4,5,0,0,5,5,0,0,4,3,5,3,0,3,4,3,4,0,5,5,5,0,MA PD,2016
H1609,3,3,0,0,0,4,4,3,2,5,0,0,0,0,3,3,5,0,5,4,0,1,5,4,5,3,4,2,5,5,3,3,3,0,0,5,0,0,5,5,0,0,5,3,3,4,0,3,4,3,4,0,5,5,5,0,MA PD,2016
H1651,5,4,0,0,0,5,5,3,2,5,0,0,0,0,5,3,5,0,5,0,0,1,0,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2016
H1659,2,3,0,0,0,3,0,0,2,4,0,0,0,0,2,2,1,0,1,4,0,2,2,4,2,5,3,4,3,4,4,5,3,0,0,3,0,0,4,5,0,0,4,4,5,4,0,2,3,3,5,0,4,4,4,0,MA PD,2016
H1666,0,1,0,0,0,2,0,0,3,1,0,0,0,0,1,2,1,0,1,4,0,2,2,3,3,2,3,1,4,1,5,3,0,2,1,5,0,0,5,1,2,0,1,5,3,4,0,2,2,4,4,0,4,4,4,0,MA PD,2016
H1692,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,4,3,3,4,2,5,3,5,5,0,0,0,5,0,0,5,5,0,0,3,5,5,0,0,1,4,3,4,0,4,4,3,0,MA PD,2016
H1716,3,3,0,0,0,4,3,4,3,4,0,0,0,2,2,3,4,0,4,4,0,3,3,4,4,2,4,2,5,3,3,4,3,0,0,5,0,0,5,5,0,0,3,3,4,5,0,3,3,3,5,0,4,5,4,0,MA PD,2016
H1777,1,1,0,0,0,0,0,0,1,3,5,5,4,0,3,4,2,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,2,0,0,2,5,0,0,5,5,5,5,0,0,0,4,4,0,5,4,5,4,MA PD,2016
H1846,4,1,0,0,0,4,5,4,2,4,0,0,0,0,2,3,5,0,2,0,0,1,5,4,4,5,3,5,3,4,5,3,0,0,0,4,0,0,5,5,0,0,4,5,3,3,0,5,4,4,4,0,5,5,5,0,MA PD,2016
H1849,3,3,0,0,0,3,4,4,1,4,0,0,0,1,2,3,4,0,4,2,0,3,2,3,3,3,4,2,3,4,5,5,3,0,0,5,0,0,5,4,0,0,4,5,5,4,0,2,3,4,4,0,4,4,4,0,MA PD,2016
H1903,3,1,0,0,0,2,2,4,2,3,3,3,3,0,2,3,2,0,2,3,0,3,2,0,3,4,3,3,4,3,1,3,4,3,4,3,0,0,3,4,3,0,3,1,3,1,0,4,3,4,3,0,2,2,3,1,MA PD,2016
H1944,5,4,0,0,0,5,5,4,4,4,0,0,0,3,4,4,4,0,3,4,0,2,3,2,3,2,2,1,5,3,5,4,3,5,5,5,0,0,5,5,0,0,3,5,4,3,0,2,2,4,5,0,4,5,4,0,MA PD,2016
H1951,4,4,0,0,0,4,4,3,3,5,5,5,5,2,3,4,5,0,5,3,0,2,3,5,3,3,4,5,5,4,3,5,5,5,5,5,0,0,5,5,4,0,4,3,5,5,0,4,4,3,4,0,4,4,4,3,MA PD,2016
H1961,5,5,0,0,0,4,4,4,2,5,5,5,5,5,5,4,4,0,4,3,0,2,3,4,2,5,4,5,3,5,4,5,4,4,5,5,0,0,5,5,2,0,5,4,5,4,0,4,3,4,5,0,3,3,3,4,MA PD,2016
H1994,4,4,0,0,0,3,0,0,3,5,0,0,0,3,4,4,5,0,4,3,0,2,3,4,4,4,4,4,3,5,5,5,1,4,3,5,0,0,4,3,1,0,5,5,5,4,0,3,4,4,3,0,4,4,4,0,MA PD,2016
H1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,4,5,0,5,5,5,0,PART D,2016
H2001,4,4,0,0,0,0,2,5,3,5,0,0,0,3,5,4,5,0,4,5,0,2,4,0,0,0,0,0,0,3,5,5,5,4,5,5,0,0,5,5,0,0,3,5,5,3,0,0,0,4,5,0,5,5,5,0,MA PD,2016
H2012,3,3,0,0,0,3,4,4,2,5,5,5,5,2,2,4,4,0,4,3,0,3,4,4,3,4,3,3,4,3,3,3,5,4,4,5,0,0,5,5,5,0,3,3,3,4,0,4,4,3,5,0,4,4,4,3,MA PD,2016
H2029,3,3,0,0,0,1,5,5,4,3,0,0,0,0,2,3,4,0,3,1,0,3,3,2,1,3,4,3,1,3,3,3,5,0,0,4,0,0,5,5,0,0,3,3,3,4,0,4,1,4,5,0,2,3,2,0,MA PD,2016
H2034,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,5,0,3,0,0,0,3,3,0,4,4,5,5,PART D,2016
H2108,3,3,0,0,0,1,4,2,2,4,4,4,4,4,2,3,3,0,3,2,0,3,2,1,3,2,1,1,1,3,4,3,2,4,3,5,0,0,5,5,0,0,3,4,3,3,0,2,2,3,5,0,3,2,3,3,MA PD,2016
H2150,5,5,0,0,0,5,4,3,4,5,0,0,0,5,5,5,5,0,5,4,0,3,0,4,4,3,3,5,3,3,5,5,3,5,5,0,0,0,0,5,0,0,3,5,5,4,0,5,5,5,5,0,4,5,5,0,MA PD,2016
H2161,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,3,0,0,0,0,5,0,3,0,0,0,3,3,0,4,4,4,2,PART D,2016
H2165,4,3,0,0,0,1,1,3,2,4,3,2,3,4,3,2,4,0,2,3,0,1,3,3,3,3,3,2,5,3,4,4,2,0,0,4,0,0,3,5,0,0,3,4,4,5,0,4,5,3,5,0,4,3,4,3,MA PD,2016
H2174,2,2,0,0,0,2,2,1,2,3,4,2,3,1,3,3,3,0,3,2,0,3,2,1,3,4,1,4,2,5,4,5,2,4,5,5,0,0,3,5,0,0,5,4,5,4,0,3,3,4,2,0,4,5,5,1,MA PD,2016
H2224,5,4,0,0,0,5,5,3,4,5,5,5,5,1,4,4,4,0,3,3,0,5,3,4,3,3,3,5,3,5,4,5,5,0,0,4,0,0,4,1,1,0,5,4,5,5,0,4,4,3,3,0,5,5,5,5,MA PD,2016
H2225,4,4,0,0,0,5,4,3,5,4,5,5,5,2,5,4,3,0,4,2,0,5,4,4,3,4,4,5,3,5,2,5,3,0,0,3,0,0,3,5,0,0,5,2,5,5,0,5,4,4,3,0,5,5,5,4,MA PD,2016
H2226,5,4,0,0,0,4,4,3,4,5,5,5,5,1,5,4,5,0,4,2,0,5,3,3,3,2,4,5,4,5,5,5,5,0,0,5,0,0,5,5,0,0,5,5,5,5,0,5,4,4,4,0,4,4,4,4,MA PD,2016
H2228,1,1,0,0,0,0,0,0,1,5,5,5,5,0,5,4,5,0,0,0,0,0,3,0,0,0,0,0,0,5,5,5,3,0,0,5,0,0,5,5,0,0,5,5,5,3,0,0,0,3,5,0,5,5,5,5,MA PD,2016
H2230,5,5,0,0,0,5,5,5,4,4,0,0,0,2,5,4,5,0,4,3,0,2,4,5,4,5,4,4,5,5,5,5,3,0,0,3,0,0,3,5,3,0,5,5,5,4,0,4,4,2,4,0,5,5,5,0,MA PD,2016
H2237,4,3,0,0,0,3,1,3,3,4,4,5,4,0,3,3,3,0,3,3,0,5,3,4,5,3,4,4,4,4,5,5,5,0,0,2,0,0,4,5,0,0,4,5,5,5,0,4,2,4,4,0,4,3,4,3,MA PD,2016
H2241,3,2,0,0,0,4,2,3,3,1,0,0,0,0,2,3,1,0,1,0,0,2,2,3,3,4,4,4,2,3,5,5,0,0,0,4,0,0,4,5,0,0,3,5,5,3,0,4,4,4,2,0,4,4,5,0,MA PD,2016
H2256,5,5,0,0,0,5,5,5,4,5,5,5,5,3,5,5,5,0,5,3,0,3,4,4,5,5,5,5,5,5,2,5,5,4,5,3,0,0,5,5,4,0,5,2,5,4,0,5,5,4,3,0,5,5,5,5,MA PD,2016
H2261,5,4,0,0,0,5,4,3,3,5,0,0,0,2,5,4,5,0,4,2,0,4,4,5,5,4,4,4,5,5,5,5,3,5,5,3,0,0,3,5,0,0,5,5,5,5,0,4,4,2,3,0,5,5,5,0,MA PD,2016
H2312,5,4,0,0,0,4,4,2,4,5,0,0,0,2,3,4,4,0,4,4,0,3,3,4,4,3,3,4,3,4,4,5,2,4,4,3,0,0,2,4,4,0,4,4,5,4,0,3,4,4,5,0,4,5,5,0,MA PD,2016
H2320,5,4,0,0,0,4,4,4,4,5,0,0,0,4,3,4,5,0,4,4,0,1,4,5,5,5,5,4,4,5,5,5,2,5,5,4,0,0,4,5,4,0,5,5,5,5,0,2,5,4,5,0,4,5,5,0,MA PD,2016
H2322,3,4,0,0,0,4,2,3,3,4,0,0,0,0,3,3,4,0,3,3,0,3,3,5,3,3,4,2,3,3,4,5,3,0,0,3,0,0,2,4,0,0,3,4,5,4,0,2,4,4,4,0,4,5,5,0,MA PD,2016
H2354,5,5,0,0,0,4,2,4,4,4,0,0,0,3,5,4,5,0,3,3,0,3,4,5,4,4,4,4,4,5,5,5,5,5,2,0,0,0,0,5,0,0,5,5,5,2,0,3,4,3,5,0,4,5,5,0,MA PD,2016
H2406,1,1,0,0,0,0,2,1,1,4,5,5,5,1,5,3,4,0,0,0,0,5,5,0,0,0,0,0,0,5,5,2,2,0,0,5,0,0,5,5,0,0,5,5,2,3,0,0,0,5,2,0,5,5,5,5,MA PD,2016
H2416,3,2,0,0,0,5,4,1,3,3,4,5,4,1,4,3,4,0,3,0,0,5,3,4,5,5,4,5,5,5,5,5,4,0,0,5,0,0,3,1,5,0,5,5,5,3,0,4,5,4,3,0,5,5,5,3,MA PD,2016
H2417,0,0,0,0,0,0,4,5,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,0,0,5,0,3,0,0,0,4,3,0,5,5,5,4,PART D,2016
H2419,2,3,0,0,0,5,3,3,1,4,5,4,5,0,5,4,5,0,5,0,0,5,3,5,5,4,4,5,5,5,4,5,5,0,0,4,0,0,4,5,0,0,5,4,5,5,0,5,5,3,3,0,5,5,5,1,MA PD,2016
H2422,3,3,0,0,0,5,4,4,3,4,5,5,5,1,4,3,5,0,5,0,0,5,3,5,4,4,4,5,4,5,3,5,3,0,0,5,0,0,5,4,0,0,5,3,5,4,0,4,3,3,4,0,5,5,5,4,MA PD,2016
H2425,3,3,0,0,0,4,3,3,2,4,5,5,5,1,4,3,4,0,4,3,0,4,3,3,5,4,4,4,5,5,4,5,5,5,2,5,0,0,4,3,3,0,5,4,5,3,0,4,3,4,4,0,5,5,5,3,MA PD,2016
H2450,4,4,0,0,0,4,2,3,3,4,0,0,0,1,4,3,5,0,5,5,0,2,0,3,5,5,3,5,4,5,5,5,3,3,4,0,0,0,0,5,3,0,5,5,5,4,0,2,4,4,5,0,5,5,5,0,MA PD,2016
H2456,3,2,0,0,0,5,4,3,2,5,5,5,5,1,4,3,4,0,4,2,0,5,3,3,4,2,2,4,4,5,2,5,3,0,0,5,0,0,4,4,0,0,5,2,5,2,0,4,2,3,3,0,4,4,4,4,MA PD,2016
H2458,2,2,0,0,0,3,2,5,3,4,5,5,5,1,4,3,4,0,5,3,0,5,3,4,4,3,3,4,4,5,5,5,3,0,0,2,0,0,2,5,0,0,5,5,5,2,0,4,3,3,4,0,5,5,5,4,MA PD,2016
H2459,4,4,0,0,0,5,4,5,3,4,0,0,0,1,4,4,5,0,4,5,0,1,4,5,5,5,4,5,5,5,2,5,5,5,5,5,0,0,5,5,4,0,5,2,5,3,0,3,4,3,4,0,5,5,5,0,MA PD,2016
H2461,5,4,0,0,0,5,4,3,3,4,0,0,0,0,4,3,4,0,4,0,0,2,0,4,5,3,4,5,5,5,5,5,4,5,2,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,PART C,2016
H2462,5,5,0,0,0,5,3,4,4,5,0,0,0,2,4,4,5,0,5,5,0,2,0,5,5,5,5,5,5,5,3,5,4,5,4,0,0,0,0,5,0,0,5,3,5,5,0,5,5,4,4,0,5,5,5,0,MA PD,2016
H2486,3,3,0,0,0,4,4,3,3,5,0,0,0,0,2,3,4,0,4,2,0,1,4,4,4,2,4,2,4,3,3,3,4,0,0,5,0,0,5,5,0,0,3,3,3,3,0,4,3,3,5,0,4,4,4,0,MA PD,2016
H2491,3,2,0,0,0,3,4,4,4,3,4,4,4,1,3,3,3,0,3,3,0,4,4,1,1,1,1,2,2,4,1,5,2,0,0,2,0,0,2,3,4,0,4,1,5,5,0,2,1,4,4,0,3,2,3,3,MA PD,2016
H2563,4,5,0,0,0,0,0,0,0,5,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,4,4,0,4,5,4,0,PART D,2016
H2593,5,4,0,0,0,2,2,1,4,4,5,4,4,4,3,4,4,0,4,3,0,3,4,1,2,4,2,4,1,4,5,4,3,5,4,5,0,0,5,5,0,0,4,5,4,5,0,4,3,4,5,0,4,4,4,3,MA PD,2016
H2610,5,5,0,0,0,5,2,5,4,5,0,0,0,2,4,5,5,0,4,2,0,2,4,5,5,5,5,5,5,5,4,5,5,4,2,5,0,0,4,5,0,0,5,4,5,5,0,5,5,4,5,0,4,5,4,0,MA PD,2016
H2649,3,3,0,0,0,3,4,4,3,5,5,4,5,2,3,4,4,0,4,3,0,2,4,3,4,3,3,3,3,3,3,4,2,5,4,5,0,0,5,5,4,0,3,3,4,4,0,4,3,3,5,0,4,4,4,3,MA PD,2016
H2654,3,3,0,0,0,3,2,3,3,4,0,0,0,3,2,3,4,0,3,3,0,3,4,3,4,3,4,2,5,4,5,3,4,5,5,5,0,0,5,5,0,0,4,5,3,2,0,2,4,3,5,0,4,5,4,0,MA PD,2016
H2663,4,4,0,0,0,4,4,5,3,5,0,0,0,3,3,3,5,0,5,4,0,1,4,3,5,4,3,2,4,4,3,5,4,4,4,5,0,0,5,5,5,0,4,3,5,4,0,2,4,3,3,0,4,5,5,0,MA PD,2016
H2667,4,5,0,0,0,3,5,4,2,5,0,0,0,3,3,2,4,0,5,5,0,1,3,4,5,4,5,4,5,4,3,5,2,5,2,5,0,0,5,5,0,0,4,3,5,4,0,4,5,3,3,0,4,4,4,0,MA PD,2016
H2672,3,3,0,0,0,3,2,2,3,5,0,0,0,3,3,3,4,0,4,4,0,3,4,4,4,3,4,2,5,4,3,4,4,5,5,5,0,0,5,5,0,0,4,3,4,3,0,2,3,3,3,0,3,4,4,0,MA PD,2016
H2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,5,0,2,0,0,0,3,5,0,3,3,3,0,PART D,2016
H2701,3,2,0,0,0,3,3,4,3,2,0,0,0,1,3,3,2,0,3,5,0,1,4,4,5,5,4,4,4,5,5,5,4,3,2,3,0,0,2,1,1,0,5,5,5,4,0,4,5,4,5,0,5,5,5,0,MA PD,2016
H2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,3,3,0,5,5,4,0,PART D,2016
H2773,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,3,5,0,3,4,3,2,PART D,2016
H2775,3,3,0,0,0,4,3,3,1,4,0,0,0,1,3,3,4,0,3,4,0,2,4,4,4,4,3,4,2,4,5,5,5,4,4,5,0,0,5,5,0,0,4,5,5,4,0,3,4,3,4,0,4,5,5,0,MA PD,2016
H2802,2,3,0,0,0,5,2,3,1,5,0,0,0,4,3,4,4,0,3,4,0,3,3,5,5,4,5,5,5,4,5,5,5,0,0,5,0,0,5,5,0,0,4,5,5,4,0,4,4,3,5,0,4,5,4,0,MA PD,2016
H2816,3,3,0,0,0,3,4,4,1,4,0,0,0,2,2,2,4,0,3,4,0,2,3,4,3,3,3,4,4,4,5,5,3,4,3,5,0,0,5,5,0,0,4,5,5,5,0,0,0,3,5,0,5,5,5,0,MA PD,2016
H2836,3,3,0,0,0,3,0,0,3,4,0,0,0,0,3,2,3,0,3,0,0,2,4,4,4,1,3,1,4,3,5,4,2,0,0,5,0,0,5,5,0,0,3,5,4,4,0,1,2,4,4,0,4,5,4,0,MA PD,2016
H2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,4,5,0,0,5,3,1,PART D,2016
H2905,3,2,0,0,0,2,3,2,3,1,0,0,0,1,2,2,1,0,1,0,0,1,3,5,4,4,2,2,3,4,5,4,2,0,0,5,0,0,5,4,0,0,4,5,4,3,0,1,3,4,5,0,4,3,4,0,MA PD,2016
H2906,3,3,0,0,0,2,5,4,2,4,0,0,0,0,2,2,4,0,4,2,0,1,4,5,4,5,3,5,1,3,5,5,3,0,0,5,0,0,4,3,0,0,3,5,5,3,0,4,5,4,5,0,4,4,4,0,MA PD,2016
H2931,4,3,0,0,0,3,3,3,2,5,0,0,0,4,4,5,5,0,5,4,0,2,4,1,1,4,1,2,1,4,5,5,3,5,5,5,0,0,5,5,5,0,4,5,5,3,0,4,2,3,5,0,4,5,4,0,MA PD,2016
H2944,3,3,0,0,0,4,1,3,1,3,0,0,0,1,1,2,4,0,3,3,0,2,3,5,4,3,4,4,5,3,3,3,5,3,4,5,0,0,5,5,0,0,3,3,3,5,0,5,5,3,5,0,4,4,4,0,MA PD,2016
H2949,4,4,0,0,0,3,3,3,2,5,5,5,5,3,4,4,5,0,4,2,0,3,4,3,1,1,1,3,1,4,3,5,4,5,4,5,0,0,5,5,0,0,4,3,5,5,0,4,4,3,5,0,4,4,4,3,MA PD,2016
H2960,4,4,0,0,0,4,4,3,3,5,0,0,0,1,3,3,4,0,4,3,0,1,3,4,4,5,4,5,3,4,4,5,2,5,2,5,0,0,4,3,0,0,4,4,5,5,0,5,4,4,5,0,4,5,4,0,MA PD,2016
H2962,0,1,0,0,0,3,0,0,3,4,0,0,0,0,3,4,4,0,2,2,0,1,2,4,3,5,4,5,3,3,5,3,0,0,0,3,0,0,3,5,0,0,3,5,3,3,0,5,5,2,5,0,5,5,5,0,MA PD,2016
H3054,0,0,0,0,0,1,0,0,0,0,1,4,4,0,2,4,1,0,1,0,0,0,0,4,1,5,5,5,1,2,4,1,0,0,0,3,0,0,3,3,0,0,2,4,1,0,0,5,4,3,4,0,2,2,2,1,MA PD,2016
H3071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,2,1,3,0,5,2,0,0,0,3,0,0,3,0,0,0,0,5,2,0,0,2,0,4,5,0,3,2,3,1,PART D,2016
H3107,3,3,0,0,0,3,3,3,3,4,0,0,0,3,2,2,3,0,2,3,0,2,3,4,2,3,2,2,1,3,4,4,4,5,5,5,0,0,5,5,5,0,3,4,4,3,0,2,3,3,5,0,3,3,3,0,MA PD,2016
H3113,1,1,0,0,0,0,0,0,0,0,5,5,5,0,5,3,5,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,5,5,0,0,5,5,5,5,0,0,0,5,3,0,5,5,4,5,PART D,2016
H3132,3,3,0,0,0,5,5,5,0,4,5,5,5,0,1,2,4,0,3,0,0,0,4,3,4,3,4,4,5,3,5,4,0,0,0,3,0,0,3,5,0,0,3,5,4,5,0,5,3,4,5,0,5,5,5,1,MA PD,2016
H3152,3,4,0,0,0,4,4,2,2,3,0,0,0,3,3,2,4,0,4,3,0,3,3,4,3,4,4,4,4,4,2,5,3,3,4,5,0,0,5,5,5,0,4,2,5,4,0,1,4,4,3,0,4,5,4,0,MA PD,2016
H3154,3,2,0,0,0,3,4,5,2,4,0,0,0,1,3,3,4,0,4,5,0,3,3,3,3,4,3,1,3,3,4,5,4,4,2,3,0,0,2,3,4,0,3,4,5,3,0,2,3,4,4,0,4,5,4,0,MA PD,2016
H3156,4,3,0,0,0,3,5,5,2,3,0,0,0,0,2,4,4,0,4,3,0,2,3,3,3,2,2,1,2,3,3,3,1,4,3,5,0,0,5,4,3,0,3,3,3,2,0,2,3,4,4,0,4,5,4,0,MA PD,2016
H3204,3,3,0,0,0,5,5,5,4,5,0,0,0,2,2,4,5,0,4,3,0,2,4,2,4,4,4,5,4,4,4,5,5,3,4,4,0,0,3,5,0,0,4,4,5,3,0,4,4,4,5,0,4,4,4,0,MA PD,2016
H3206,4,3,0,0,0,4,2,4,3,3,0,0,0,1,3,3,4,0,4,4,0,2,4,2,3,3,3,4,1,5,4,5,2,3,3,4,0,0,3,5,0,0,5,4,5,4,0,3,3,4,5,0,4,5,4,0,MA PD,2016
