CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Drug.Plan.Quality.Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins., Special Needs Plan (SNP) Care Management,Contract_Type,Year
S2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,0,3,5,0,4,4,5,2,4,1,1,2,0,PART D,2015
S2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,4,0,2,0,4,5,5,1,1,1,0,PART D,2015
S2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,5,5,0,4,4,5,4,2,4,5,5,0,PART D,2015
S3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,1,4,5,3,3,2,4,4,0,PART D,2015
S3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,3,2,1,2,2,0,PART D,2015
S3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,4,5,0,5,5,5,3,3,4,5,5,0,PART D,2015
S4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,5,0,4,2,4,1,4,4,4,5,0,PART D,2015
S4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,5,2,0,5,5,5,3,4,2,3,4,0,PART D,2015
S5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,4,5,0,5,4,5,1,4,3,4,4,0,PART D,2015
S5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,3,3,0,2,3,4,5,2,2,3,4,0,PART D,2015
S5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,1,3,0,2,4,5,4,3,3,4,4,0,PART D,2015
S5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,2,0,4,1,5,3,2,2,3,3,0,PART D,2015
S5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,4,5,0,4,5,5,3,3,4,5,5,0,PART D,2015
S5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,4,4,0,2,4,5,4,1,4,4,5,0,PART D,2015
S5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,4,5,0,4,1,3,2,4,3,4,4,0,PART D,2015
S5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,4,5,0,4,4,3,1,4,2,3,4,0,PART D,2015
S5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,4,4,0,4,4,5,1,3,3,4,5,0,PART D,2015
S5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,4,5,0,5,4,5,1,3,2,3,3,0,PART D,2015
S5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,5,5,0,5,4,5,2,4,3,4,5,0,PART D,2015
S5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,4,5,0,4,4,5,1,2,4,5,5,0,PART D,2015
S5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,5,5,0,4,5,5,2,3,4,5,5,0,PART D,2015
S5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,4,5,0,4,4,3,2,4,3,5,5,0,PART D,2015
S5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,5,0,5,5,5,3,4,5,5,5,0,PART D,2015
S5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,4,5,0,4,4,5,3,3,5,5,5,0,PART D,2015
S5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,4,5,0,4,5,5,2,3,2,3,3,0,PART D,2015
S5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,1,3,0,1,4,5,3,4,3,4,4,0,PART D,2015
S5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,4,3,0,4,5,5,3,3,3,3,4,0,PART D,2015
S5805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,5,5,0,4,4,5,3,3,4,5,5,0,PART D,2015
S5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,3,5,0,4,4,5,2,3,2,3,3,0,PART D,2015
S5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,4,5,0,4,5,5,1,3,3,4,4,0,PART D,2015
S5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,5,0,5,5,5,1,4,4,4,5,0,PART D,2015
S5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,4,5,0,4,4,4,5,4,2,3,4,0,PART D,2015
S5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,4,3,0,4,4,5,1,3,3,4,4,0,PART D,2015
S5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,5,5,0,4,4,5,1,4,2,3,5,0,PART D,2015
S5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,3,1,0,2,2,5,2,2,2,3,4,0,PART D,2015
S5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,4,5,0,2,1,5,3,4,2,4,4,0,PART D,2015
S5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,3,4,0,1,1,3,3,3,2,2,3,0,PART D,2015
S5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,5,3,0,4,2,3,4,4,3,4,5,0,PART D,2015
S5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,3,4,0,4,4,5,3,3,2,3,4,0,PART D,2015
S5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,4,0,5,5,0,3,4,4,5,5,0,PART D,2015
S5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,4,5,0,4,4,5,2,3,2,3,3,0,PART D,2015
S5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,4,5,0,4,2,5,4,3,3,4,5,0,PART D,2015
S6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,2,3,0,1,1,5,2,4,2,5,4,0,PART D,2015
S6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,4,5,0,3,2,4,5,5,0,PART D,2015
S7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,3,5,0,4,3,5,3,4,1,1,2,0,PART D,2015
S7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,5,0,5,4,0,3,4,4,5,5,0,PART D,2015
S8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,4,4,0,4,4,5,4,1,4,5,5,0,PART D,2015
S8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,1,0,5,4,0,3,4,4,4,5,0,PART D,2015
S9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,3,0,5,5,0,2,4,2,4,4,0,PART D,2015
E0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,4,0,4,5,0,2,0,3,4,4,0,PART D,2016
E2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,5,5,0,4,0,4,3,4,0,PART D,2016
E3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,5,0,4,0,5,5,0,4,0,3,5,4,0,PART D,2016
E4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,4,0,4,5,0,3,0,4,4,4,0,PART D,2016
E7316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,4,0,5,2,0,2,0,1,2,3,0,PART D,2016
H0028,0,4,0,0,0,4,0,0,3,4,0,0,0,0,3,4,4,0,5,2,0,2,3,0,3,0,4,4,5,2,3,4,5,0,0,5,0,0,5,5,0,0,2,3,4,3,0,4,0,3,5,0,4,5,5,0,MA PD,2016
H0104,4,4,0,0,0,3,3,3,2,4,0,0,0,3,3,3,4,0,3,3,0,2,4,5,3,4,5,5,4,4,4,5,5,4,3,5,0,0,5,3,3,0,4,4,5,4,0,4,5,4,3,0,4,5,4,0,MA PD,2016
H0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,4,0,3,0,0,0,4,3,0,3,3,4,0,PART D,2016
H0150,5,5,0,0,0,2,3,2,2,5,5,4,4,5,4,4,5,0,3,2,0,3,3,4,2,4,4,5,3,4,4,5,3,4,4,5,0,0,5,5,0,0,4,4,5,5,0,4,5,4,5,0,3,3,3,3,MA PD,2016
H0151,3,3,0,0,0,2,4,2,1,5,5,4,5,3,2,3,4,0,3,3,0,3,3,3,1,4,1,4,2,4,5,3,3,5,5,5,0,0,5,5,0,0,4,5,3,4,0,4,4,3,4,0,3,3,3,1,MA PD,2016
H0154,4,3,0,0,0,2,5,3,2,5,5,4,4,3,3,3,4,0,3,3,0,3,4,5,2,5,4,5,2,5,5,5,5,5,4,5,0,0,5,1,1,0,5,5,5,5,0,5,5,4,5,0,3,3,3,3,MA PD,2016
H0251,2,2,0,0,0,3,4,4,1,4,5,3,4,2,2,3,3,0,3,2,0,4,3,4,3,5,3,4,3,4,5,5,4,4,3,5,0,0,5,5,5,0,4,5,5,5,0,5,4,3,2,0,3,2,3,1,MA PD,2016
H0294,5,2,0,0,0,2,0,0,1,4,5,4,4,0,3,4,4,0,3,5,0,1,2,4,5,3,4,1,4,3,5,4,2,5,3,5,0,0,5,5,0,0,3,5,4,3,0,1,2,3,5,0,4,5,4,1,MA PD,2016
H0302,4,4,0,0,0,3,4,5,4,5,0,0,0,2,2,3,4,0,4,2,0,2,4,3,3,4,3,4,4,4,5,5,3,4,3,5,0,0,5,1,1,0,4,5,5,5,0,5,4,4,3,0,4,5,4,0,MA PD,2016
H0321,3,2,0,0,0,1,3,1,2,4,4,2,4,2,3,3,3,0,2,2,0,3,4,3,2,3,3,3,3,4,5,5,3,4,4,5,0,0,5,5,4,0,4,5,5,3,0,2,2,3,3,0,3,2,3,1,MA PD,2016
H0332,5,5,0,0,0,5,3,4,5,5,0,0,0,3,4,5,5,0,4,4,0,2,4,5,5,5,5,5,5,4,5,5,3,3,5,4,0,0,5,1,1,0,4,5,5,5,0,5,5,3,5,0,4,5,5,0,MA PD,2016
H0351,3,3,0,0,0,2,4,3,3,5,5,4,4,2,3,4,4,0,4,2,0,2,3,1,2,1,2,2,2,3,4,3,3,4,3,5,0,0,5,5,3,0,3,4,3,5,0,4,3,4,5,0,4,4,4,2,MA PD,2016
H0354,5,5,0,0,0,4,2,4,3,5,5,5,5,4,5,5,5,0,5,4,0,2,4,4,5,3,5,5,3,4,4,5,5,5,3,5,0,0,5,5,0,0,4,4,5,5,0,5,4,3,5,0,4,5,5,4,MA PD,2016
H0423,5,4,0,0,0,4,2,1,4,4,5,2,4,0,4,3,4,0,3,5,0,4,2,2,1,1,1,4,1,4,5,4,4,5,4,2,0,0,2,5,0,0,4,5,4,4,0,3,1,4,5,0,4,3,3,3,MA PD,2016
H0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,4,4,0,2,4,3,0,PART D,2016
H0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0,5,0,0,5,5,0,0,3,5,3,0,0,0,0,4,5,0,3,3,3,0,PART D,2016
H0490,0,2,0,0,0,1,0,0,0,4,3,2,3,0,2,0,4,0,3,0,0,0,0,0,2,3,0,1,3,0,5,3,0,0,0,4,0,0,5,0,0,0,0,5,3,3,0,2,0,4,4,0,3,2,3,1,MA PD,2016
H0504,4,4,0,0,0,4,5,5,4,5,0,0,0,3,3,5,5,0,4,2,0,3,3,3,3,2,3,4,3,4,3,5,4,4,3,3,0,0,2,5,3,0,4,3,5,5,0,4,3,3,3,0,4,5,4,0,MA PD,2016
H0523,4,4,0,0,0,3,2,3,3,5,0,0,0,3,4,4,4,0,3,2,0,2,4,2,1,3,1,2,1,4,2,4,3,4,4,5,0,0,5,5,0,0,4,2,4,3,0,2,3,4,3,0,3,4,4,0,MA PD,2016
H0524,5,5,0,0,0,5,2,3,5,5,5,5,5,5,5,5,5,0,5,5,0,3,2,5,5,5,5,5,4,5,5,5,3,4,2,5,0,0,4,5,5,0,5,5,5,4,0,5,5,5,5,0,5,5,5,4,MA PD,2016
H0543,4,4,0,0,0,4,2,5,3,5,0,0,0,3,3,4,5,0,4,2,0,2,4,2,3,2,4,4,2,4,4,5,3,5,5,5,0,0,5,5,5,0,4,4,5,3,0,3,3,3,5,0,4,4,4,0,MA PD,2016
H0544,5,5,0,0,0,3,5,2,4,5,5,4,4,4,4,5,4,0,4,2,0,3,4,2,2,5,3,5,2,4,5,5,3,5,4,5,0,0,5,5,0,0,4,5,5,5,0,5,3,4,5,0,4,4,4,3,MA PD,2016
H0545,4,4,0,0,0,3,2,1,4,5,0,0,0,4,5,4,5,0,5,3,0,2,4,1,2,4,3,5,1,5,5,5,4,5,3,3,0,0,3,5,0,0,5,5,5,4,0,5,4,4,3,0,4,4,4,0,MA PD,2016
H0562,5,4,0,0,0,3,4,2,3,4,5,4,4,3,4,4,5,0,4,3,0,2,4,3,2,3,2,4,3,4,4,4,4,5,4,5,0,0,5,5,4,0,4,4,4,5,0,4,3,4,5,0,4,4,4,1,MA PD,2016
H0564,3,3,0,0,0,2,3,3,2,4,0,0,0,3,2,4,4,0,3,2,0,2,4,0,0,0,0,3,0,3,4,5,2,0,0,5,0,0,5,5,0,0,3,4,5,4,0,3,0,4,5,0,3,4,4,0,MA PD,2016
H0571,3,4,0,0,0,5,5,3,4,4,4,3,3,2,4,4,5,0,4,2,0,5,3,2,2,5,4,4,3,5,1,5,3,1,1,0,0,0,0,1,1,0,5,1,5,5,0,4,2,3,5,0,5,5,5,1,MA PD,2016
H0602,3,4,0,0,0,4,2,4,3,4,0,0,0,2,3,2,4,0,4,2,0,2,3,5,5,5,4,5,5,5,4,5,4,5,5,0,0,0,0,5,0,0,5,4,5,4,0,4,5,2,2,0,4,5,5,0,MA PD,2016
H0609,3,4,0,0,0,5,4,4,3,4,0,0,0,3,3,4,5,0,4,3,0,2,4,4,4,4,4,4,4,4,5,5,4,5,5,5,0,0,5,5,4,0,4,5,5,4,0,4,4,3,5,0,4,4,4,0,MA PD,2016
H0624,3,3,0,0,0,3,4,3,2,5,5,4,4,0,3,3,4,0,3,3,0,4,3,4,3,3,4,4,2,4,5,4,5,0,0,5,0,0,5,5,0,0,4,5,4,3,0,4,3,3,3,0,3,3,4,2,MA PD,2016
H0630,5,5,0,0,0,5,3,5,4,5,5,5,5,4,4,4,5,0,5,5,0,2,4,3,5,4,5,5,3,4,5,5,3,5,5,5,0,0,4,5,0,0,4,5,5,4,0,5,5,5,5,0,4,5,5,4,MA PD,2016
H0657,2,1,0,0,0,3,3,4,1,3,0,0,0,0,1,0,1,0,3,0,0,2,0,4,4,5,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2016
H0710,1,1,0,0,0,0,0,0,1,4,5,5,5,0,5,2,4,0,0,0,0,0,5,0,0,0,0,0,0,4,5,5,2,5,5,5,0,0,5,5,0,0,4,5,5,2,0,0,0,2,5,0,4,5,5,5,MA PD,2016
H0712,4,2,0,0,0,3,3,4,4,3,3,2,3,1,3,3,3,0,3,4,0,4,2,2,3,3,2,2,2,4,1,4,2,3,2,3,0,0,3,3,3,0,4,1,4,3,0,2,2,4,3,0,3,4,3,1,MA PD,2016
H0755,3,4,0,0,0,3,5,4,3,4,0,0,0,3,3,3,4,0,4,3,0,2,3,4,4,4,3,2,3,3,5,3,5,5,5,5,0,0,5,5,4,0,3,5,3,3,0,2,4,3,5,0,4,5,4,0,MA PD,2016
H0838,3,3,0,0,0,2,0,0,0,4,5,5,4,0,3,3,4,0,4,0,0,0,3,1,2,1,1,2,0,3,5,3,1,5,2,4,0,0,4,5,0,0,3,5,3,3,0,4,0,3,4,0,4,2,3,2,MA PD,2016
H0879,0,2,0,0,0,5,0,0,2,4,0,0,0,0,2,3,4,0,4,4,0,2,2,4,4,4,4,5,4,4,5,5,0,0,0,4,0,0,3,5,0,0,4,5,5,3,0,5,5,4,5,0,3,4,4,0,MA PD,2016
H0908,2,2,0,0,0,3,0,0,1,3,3,3,3,0,2,2,2,0,2,0,0,0,3,4,3,3,4,2,3,3,4,3,5,4,5,4,0,0,4,4,0,0,3,4,3,4,0,2,3,4,4,0,3,2,3,1,MA PD,2016
H0913,3,2,0,0,0,2,4,4,4,4,0,0,0,0,1,3,4,0,3,0,0,3,2,1,1,1,1,1,2,3,1,3,5,5,5,3,0,0,3,4,0,0,3,1,3,5,0,2,2,4,4,0,2,2,3,0,MA PD,2016
H1016,5,4,0,0,0,2,2,5,4,5,0,0,0,3,4,4,5,0,4,4,0,2,3,3,1,5,3,5,2,5,5,5,3,3,3,5,0,0,4,5,4,0,5,5,5,3,0,4,3,3,4,0,4,5,3,0,MA PD,2016
H1019,5,5,0,0,0,2,4,5,4,5,5,5,5,5,5,4,5,0,4,5,0,3,4,3,2,5,4,5,4,4,3,4,3,5,5,5,0,0,4,5,4,0,4,3,4,5,0,4,4,3,5,0,5,5,5,2,MA PD,2016
H1026,3,4,0,0,0,2,2,4,4,4,0,0,0,2,2,3,5,0,3,2,0,3,2,2,3,4,3,2,3,3,3,4,2,4,5,4,0,0,4,3,4,0,3,3,4,4,0,3,4,4,4,0,4,5,4,0,MA PD,2016
H1032,4,3,0,0,0,1,5,3,4,5,5,4,4,2,3,4,4,0,3,2,0,3,3,3,3,3,1,2,3,3,1,4,5,3,5,3,0,0,3,3,4,0,3,1,4,5,0,2,2,4,4,0,4,4,4,1,MA PD,2016
H1035,5,5,0,0,0,4,2,2,4,5,0,0,0,3,4,4,5,0,4,3,0,3,4,5,5,4,5,5,5,5,5,5,4,4,4,4,0,0,4,5,0,0,5,5,5,3,0,5,5,2,3,0,4,4,4,0,MA PD,2016
H1036,5,5,0,0,0,3,2,2,3,5,5,5,5,4,5,5,5,0,4,3,0,3,4,3,3,4,3,4,2,4,3,5,3,4,5,5,0,0,5,5,4,0,4,3,5,5,0,4,3,3,5,0,4,4,4,3,MA PD,2016
H1045,5,4,0,0,0,1,2,3,4,5,5,5,4,3,3,4,5,0,2,2,0,3,3,4,3,4,4,4,3,3,4,4,3,5,4,5,0,0,5,5,4,0,3,4,4,1,0,4,2,3,5,0,4,5,3,3,MA PD,2016
H1099,4,4,0,0,0,3,2,4,3,5,0,0,0,2,4,3,5,0,4,3,0,2,3,4,4,5,4,5,3,4,5,5,3,5,4,5,0,0,4,1,1,0,4,5,5,3,0,3,3,2,5,0,4,4,4,0,MA PD,2016
H1109,3,3,0,0,0,2,2,3,4,5,0,0,0,0,3,4,5,0,4,4,0,2,4,4,3,3,3,3,3,3,2,4,3,0,0,5,0,0,5,5,0,0,3,2,4,4,0,2,2,4,3,0,4,4,4,0,MA PD,2016
H1111,3,3,0,0,0,2,3,3,3,5,0,0,0,3,2,3,4,0,2,2,0,3,3,1,2,3,3,2,3,3,5,2,4,4,5,5,0,0,5,5,0,0,3,5,2,5,0,4,4,3,5,0,2,2,3,0,MA PD,2016
H1112,3,2,0,0,0,1,5,4,4,3,3,2,3,1,2,3,3,0,2,2,0,2,2,1,2,3,3,3,3,3,1,4,2,3,3,3,0,0,3,4,3,0,3,1,4,1,0,3,2,4,3,0,2,2,3,1,MA PD,2016
H1170,5,5,0,0,0,4,3,3,5,5,5,5,5,5,4,5,5,0,5,4,0,3,4,3,4,4,5,5,4,3,5,5,3,4,4,5,0,0,4,5,0,0,3,5,5,2,0,5,4,5,5,0,3,4,4,5,MA PD,2016
H1230,5,5,0,0,0,5,4,3,3,5,0,0,0,5,5,5,5,0,5,4,0,3,4,3,5,4,5,5,5,4,5,5,3,0,0,5,0,0,4,5,0,0,4,5,5,5,0,5,5,5,4,0,4,5,5,0,MA PD,2016
