CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness_D,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins.,Special Needs Plan (SNP) Care Management,Contract_Type,Year
S5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,17,0,28,0,0,79,89,99,12,83,79,81,77,0,PART D,2015
S5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,13,0,8,0,0,83,91,99,13,82,79,80,75,0,PART D,2015
S5805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,84,0,13,0,4,0,0,84,91,99,13,82,82,84,78,0,PART D,2015
S5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,8,0,13,0,0,83,90,99,16,82,76,77,74,0,PART D,2015
S5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,85,0,11,0,6,0,0,83,92,99,17,82,79,81,76,0,PART D,2015
S5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,88,92,99,18,87,82,82,79,0,PART D,2015
S5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,80,0,13,0,7,0,0,81,89,98,6,83,76,79,75,0,PART D,2015
S5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,71,0,13,0,7,0,0,82,90,99,18,82,80,82,77,0,PART D,2015
S5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,4,0,0,82,91,99,18,83,77,80,78,0,PART D,2015
S5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,15,0,14,0,0,80,88,99,15,81,76,77,75,0,PART D,2015
S5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,69,0,6,0,8,0,0,80,87,99,13,83,78,81,75,0,PART D,2015
S5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,67,0,11,0,12,0,0,77,87,97,14,82,74,75,73,0,PART D,2015
S5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,89,0,9,0,1,0,0,84,88,97,10,83,80,83,78,0,PART D,2015
S5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,22,0,11,0,0,83,89,99,13,82,76,78,76,0,PART D,2015
S5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,88,93,0,14,85,83,86,83,0,PART D,2015
S5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,15,0,8,0,0,82,89,99,16,82,78,78,73,0,PART D,2015
S5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,68,0,9,0,5,0,0,81,88,99,11,82,80,83,80,0,PART D,2015
S6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,74,0,3,0,20,0,0,79,86,99,15,84,77,84,77,0,PART D,2015
S6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,14,0,0,0,0,85,92,0,12,80,83,85,78,0,PART D,2015
S7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,7,0,12,0,0,81,88,99,14,83,69,69,66,0,PART D,2015
S7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,3,0,0,0,0,87,90,0,12,83,84,85,81,0,PART D,2015
S8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,75,0,8,0,6,0,0,82,90,99,11,78,84,84,79,0,PART D,2015
S8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,64,0,5,0,0,0,0,86,91,0,14,83,83,83,79,0,PART D,2015
S9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,89,0,6,0,0,0,0,86,93,0,16,83,78,81,76,0,PART D,2015
E0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,85,91,0,13,81,83,78,1.6,0,PART D,2016
E2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,89,93,0,8,84,81,80,19.1,0,PART D,2016
E3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,76,0,1,100,0,0,0,88,92,0,10,82,85,80,2.5,0,PART D,2016
E4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,0,83,91,0,11,83,84,81,0,0,PART D,2016
E7316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,88,88,0,13,70,76,73,40.1,0,PART D,2016
H0028,0,72,0,0,0,77,0,0,51,95,0,0,0,0,66,94,75,0,83,73,0,58,11,0,75,0,87,86,89,97,60,15,0,0,0,96,0,0,98,0,0,0,97,60,15,0,0,85,0,98,4,79,82,79,29.7,0,MA PD,2016
H0104,74,72,0,0,0,70,67,78,48,95,0,0,0,45,67,92,82,0,68,79,0,53,9,89,74,89,88,88,86,9,80,6,0,97,87,93,0,0,94,19.2,68,0,9,80,6,0,0,86,93,99,10,78,81,75,31.4,0,MA PD,2016
H0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,98,0,0,94,0,0,0,0,80,0,0,0,0,0,99,9,73,74,74,0,0,PART D,2016
H0150,83,80,0,0,0,64,67,76,46,99,96,85,0.94,81,79,96,85,0,71,73,0,65,10,85,73,88,87,88,84,13,80,9,0,91,91,94,0,0,98,0,0,0,13,80,9,0,0,86,93,99,4,72,74,70,39.8,62.4,MA PD,2016
H0151,68,63,0,0,0,68,71,75,39,98,95,76,0.95,49,64,89,72,0,67,75,0,66,11,81,70,88,82,85,82,16,100,18,0,100,100,96,0,0,98,0.3,0,0,16,100,18,0,0,85,92,98,7,69,73,68,45.4,18.6,MA PD,2016
H0154,74,70,0,0,0,66,72,78,47,96,94,78,0.89,46,69,91,76,0,70,75,0,60,8,87,72,92,87,89,83,6,100,6,0,99,90,93,0,0,97,0,0,0,6,100,6,0,0,88,94,99,5,74,76,72,54.4,53.8,MA PD,2016
H0251,61,55,0,0,0,69,70,81,42,93,88,64,0.88,27,55,89,70,0,63,64,0,71,11,88,75,91,85,87,85,16,100,100,0,97,87,96,0,0,98,0.8,100,0,16,100,10,0,0,88,91,98,13,69,70,67,43.8,25.9,MA PD,2016
H0294,87,62,0,0,0,67,0,0,41,94,88,80,0.92,0,69,93,74,0,68,86,0,49,12,84,81,86,87,79,86,25,100,13,0,100,88,96,0,0,98,0,0,0,25,100,13,0,0,77,88,98,5,78,83,78,45.5,29.2,MA PD,2016
H0302,79,72,0,0,0,74,69,82,55,97,0,0,0,27,64,92,81,0,77,72,0,58,9,82,76,88,85,86,86,16,100,5,0,93,87,98,0,0,95,0,0,0,16,100,5,0,0,87,92,99,10,81,83,78,0,0,MA PD,2016
H0321,64,55,0,0,0,61,67,72,46,91,85,53,0.83,28,69,89,64,0,56,73,0,63,9,81,71,83,85,84,84,19,100,7,0,93,91,96,0,0,98,3.8,76,0,19,100,7,0,0,82,88,98,9,70,71,67,27.7,30.8,MA PD,2016
H0332,85,80,0,0,0,81,68,81,64,99,0,0,0,44,79,97,86,0,80,83,0,55,9,88,81,94,90,93,88,10,100,4,0,90,96,92,0,0,94,0,0,0,10,100,4,0,0,89,94,97,5,81,84,79,76.1,0,MA PD,2016
H0351,71,63,0,0,0,68,71,77,52,96,98,84,0.9,30,66,95,82,0,75,73,0,55,10,74,72,82,83,83,83,22,80,17,0,96,86,96,0,0,96,2,66,0,22,80,17,0,0,84,90,99,5,78,80,77,24.2,38,MA PD,2016
H0354,84,81,0,0,0,76,66,81,50,99,99,97,0.99,62,86,97,91,0,91,82,0,56,9,85,80,86,88,89,85,9,80,5,0,100,87,98,0,0,98,0,0,0,9,80,5,0,0,89,93,98,6,79,81,79,63.2,78.6,MA PD,2016
H0423,84,73,0,0,0,76,64,74,56,94,89,38,0.9,0,78,92,80,0,64,88,0,71,14,79,66,81,82,85,81,16,100,15,0,99,91,61,0,0,68,0,0,0,16,100,15,0,0,83,85,99,4,77,74,68,28.4,61.4,MA PD,2016
H0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,94,0,0,84,0,0,0,0,100,0,0,0,0,0,99,7,65,79,72,18.2,0,PART D,2016
H0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,90,61,0,38,0,0,0,22,0,0,0,0,0,0,30,100,21,0,0,0,94,0,0,98,0,0,0,30,100,21,0,0,0,0,99,4,71,73,68,34.9,0,PART D,2016
H0490,0,51,0,0,0,54,0,0,0,94,75,39,0.73,0,58,0,74,0,68,0,0,0,0,0,72,85,0,76,83,0,100,22,0,0,0,90,0,0,94,0,0,0,0,100,22,0,0,80,0,99,7,72,65,65,67.6,0,MA PD,2016
H0504,79,77,0,0,0,75,73,83,55,97,0,0,0,37,72,99,88,0,77,73,0,61,10,81,74,84,85,87,84,16,60,5,0,92,88,73,0,0,74,2.8,72,0,16,60,5,0,0,86,90,98,9,78,81,77,20.7,0,MA PD,2016
H0523,76,73,0,0,0,71,65,79,50,97,0,0,0,48,78,94,81,0,74,74,0,57,8,79,69,85,82,83,79,14,40,14,0,91,91,99,0,0,98,1,0,0,14,40,14,0,0,81,89,99,10,73,78,75,43,0,MA PD,2016
H0524,91,91,0,0,0,80,66,78,66,98,97,95,0.97,83,84,98,90,0,95,88,0,64,12,86,81,90,89,91,86,7,100,1,0,95,79,98,0,0,91,0.6,95,0,7,100,1,0,0,91,93,100,5,83,84,82,83.6,78.6,MA PD,2016
H0543,77,75,0,0,0,75,65,83,52,96,0,0,0,37,73,93,85,0,78,73,0,57,9,80,76,84,86,85,82,16,80,7,0,99,97,96,0,0,98,0.4,91,0,16,80,7,0,0,83,89,98,6,76,79,75,33.8,0,MA PD,2016
H0544,83,78,0,0,0,74,73,76,55,96,92,72,0.93,63,78,97,82,0,81,74,0,61,7,81,73,92,85,89,82,9,100,7,0,98,92,93,0,0,96,0.4,0,0,9,100,7,0,0,87,89,99,4,77,78,73,32.2,57.2,MA PD,2016
H0545,79,73,0,0,0,71,66,74,55,98,0,0,0,55,82,95,86,0,88,81,0,57,7,76,72,90,85,89,80,4,100,5,0,100,86,84,0,0,78,0,0,0,4,100,5,0,0,89,92,99,10,75,79,76,33.9,0,MA PD,2016
H0562,80,77,0,0,0,72,70,75,51,91,99,77,0.83,43,76,96,84,0,76,77,0,58,9,83,73,87,84,86,84,16,80,11,0,98,90,96,0,0,96,1.1,73,0,16,80,11,0,0,84,89,99,5,78,79,76,20,30,MA PD,2016
H0564,73,68,0,0,0,63,67,77,46,94,0,0,0,46,64,95,82,0,69,70,0,59,8,0,0,0,0,83,0,31,80,7,0,0,0,99,0,0,98,4.6,0,0,31,80,7,0,0,84,0,99,6,71,77,74,25.6,0,MA PD,2016
H0571,67,72,0,0,0,82,72,78,55,94,84,57,0.77,28,78,93,87,0,76,66,0,76,10,81,73,91,88,87,84,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,85,87,98,3,86,87,82,21.6,0,MA PD,2016
H0602,71,71,0,0,0,77,66,81,51,90,0,0,0,21,70,85,77,0,76,74,0,57,10,87,79,92,86,87,87,6,80,4,0,98,96,0,0,0,0,0.5,0,0,6,80,4,0,0,84,92,96,15,78,82,79,76.6,0,MA PD,2016
H0609,69,77,0,0,0,79,71,80,51,95,0,0,0,47,68,93,84,0,78,78,0,55,8,85,78,88,86,85,86,12,100,5,0,98,95,96,0,0,98,0.9,85,0,12,100,5,0,0,84,91,98,6,76,80,76,42.9,0,MA PD,2016
H0624,65,70,0,0,0,73,69,78,46,97,91,85,0.94,0,66,89,72,0,73,77,0,68,10,86,74,87,86,87,83,19,100,11,0,0,0,96,0,0,98,0,0,0,19,100,11,0,0,85,90,98,12,74,75,74,51.1,36.6,MA PD,2016
H0630,86,87,0,0,0,82,68,83,58,99,90,95,0.97,58,80,95,88,0,90,90,0,58,7,83,80,88,87,89,85,12,100,2,0,100,96,98,0,0,91,0,0,0,12,100,2,0,0,90,93,100,6,79,83,81,64.2,77.9,MA PD,2016
H0657,41,38,0,0,0,69,68,80,41,85,0,0,0,0,49,0,41,0,63,0,0,58,0,85,78,93,83,83,80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2016
H0710,26,45,0,0,0,0,0,0,24,93,88,99,0.99,0,89,86,76,0,0,0,0,0,5,0,0,0,0,0,0,15,100,4,0,100,97,96,0,0,98,0,0,0,15,100,4,0,0,0,0,96,6,79,82,82,52.2,97.6,MA PD,2016
H0712,76,61,0,0,0,72,68,81,55,86,71,46,0.73,5,72,90,65,0,64,83,0,68,13,79,76,85,83,83,83,17,0,12,0,81,78,82,0,0,77,22.8,63,0,17,0,12,0,0,80,87,99,9,73,77,72,12.4,33.6,MA PD,2016
H0755,72,71,0,0,0,74,74,81,49,91,0,0,0,46,68,90,76,0,77,77,0,58,10,85,78,88,85,82,84,23,100,21,0,99,97,96,0,0,98,0.2,85,0,23,100,21,0,0,80,91,98,5,77,81,77,40.2,0,MA PD,2016
H0838,68,65,0,0,0,66,0,0,0,95,100,87,0.92,0,70,91,76,0,75,0,0,0,10,74,69,79,81,80,0,36,100,18,0,100,82,88,0,0,89,0,0,0,36,100,18,0,0,84,0,98,8,75,72,71,17.8,45.4,MA PD,2016
H0879,0,62,0,0,0,82,0,0,48,95,0,0,0,0,62,92,82,0,75,83,0,53,12,87,79,91,88,90,88,16,100,9,0,0,0,86,0,0,81,0,0,0,16,100,9,0,0,90,95,99,6,72,78,75,17.1,0,MA PD,2016
H0908,62,51,0,0,0,69,0,0,38,83,60,60,0.68,0,60,88,57,0,55,0,0,0,11,84,76,86,86,82,85,42,80,17,0,91,94,90,0,0,92,7.3,0,0,42,80,17,0,0,81,89,99,7,69,69,68,39.8,22.9,MA PD,2016
H0913,68,57,0,0,0,65,70,81,55,92,0,0,0,0,48,91,76,0,65,0,0,64,13,78,68,78,81,77,82,22,0,19,0,100,100,82,0,0,77,13.3,0,0,22,0,19,0,0,81,87,99,7,68,69,61,2.5,0,MA PD,2016
H1016,80,75,0,0,0,66,64,83,58,98,0,0,0,47,79,94,88,0,78,82,0,59,10,82,67,90,85,88,82,6,100,9,0,88,88,93,0,0,92,2,77,0,6,100,9,0,0,86,90,98,7,77,81,72,38.7,0,MA PD,2016
H1019,86,80,0,0,0,64,69,83,58,99,97,96,0.98,79,84,96,88,0,81,94,0,66,9,81,73,90,86,88,86,18,60,13,0,99,97,94,0,0,92,0.9,85,0,18,60,13,0,0,86,91,98,2,84,85,81,34.4,49.2,MA PD,2016
H1026,73,73,0,0,0,68,64,80,57,93,0,0,0,30,58,90,84,0,63,72,0,60,12,80,74,89,85,83,84,40,60,11,0,97,94,92,0,0,92,32.1,75,0,40,60,11,0,0,83,91,99,7,80,83,77,23.9,0,MA PD,2016
H1032,79,70,0,0,0,62,73,77,55,97,93,80,0.92,24,71,96,79,0,63,69,0,65,11,83,74,87,82,83,84,26,0,15,0,84,94,82,0,0,77,17,80,0,26,0,15,0,0,82,88,99,7,76,78,73,11.3,32.3,MA PD,2016
H1035,85,78,0,0,0,78,64,75,59,98,0,0,0,47,80,94,88,0,80,81,0,63,9,87,80,89,88,90,87,6,100,5,0,94,91,88,0,0,91,0,0,0,6,100,5,0,0,89,93,96,12,80,80,77,86.8,0,MA PD,2016
H1036,85,80,0,0,0,71,65,76,50,99,97,96,0.98,63,83,98,85,0,80,78,0,61,9,81,74,88,85,87,83,15,60,8,0,96,95,96,0,0,98,0.8,82,0,15,60,8,0,0,87,90,98,3,78,80,74,38.3,57.4,MA PD,2016
H1045,82,74,0,0,0,56,66,78,57,97,93,88,0.92,41,72,94,89,0,51,70,0,62,10,84,75,90,88,87,85,23,80,13,0,100,91,96,0,0,98,4.8,75,0,23,80,13,0,0,86,88,98,5,80,82,72,58.8,64,MA PD,2016
H1099,79,77,0,0,0,73,63,81,54,98,0,0,0,29,77,92,89,0,80,79,0,59,10,85,78,92,87,89,84,10,100,6,0,100,93,98,0,0,91,0,0,0,10,100,6,0,0,83,89,94,5,77,80,76,27.8,0,MA PD,2016
H1109,71,69,0,0,0,66,66,79,59,99,0,0,0,0,70,94,84,0,81,83,0,59,8,84,75,85,85,84,85,25,40,14,0,0,0,99,0,0,98,0,0,0,25,40,14,0,0,81,88,99,10,76,78,73,43.1,0,MA PD,2016
H1111,70,67,0,0,0,64,68,78,52,96,0,0,0,41,61,91,78,0,56,71,0,63,10,78,71,87,84,83,85,34,100,24,0,95,95,96,0,0,98,0,0,0,34,100,24,0,0,84,91,98,5,68,72,67,49,0,MA PD,2016
H1112,70,51,0,0,0,57,74,80,59,87,68,40,0.72,8,57,91,66,0,49,69,0,59,12,77,72,85,84,83,84,23,0,16,0,86,88,82,0,0,77,13,67,0,23,0,16,0,0,83,88,99,9,65,66,62,10.1,33.8,MA PD,2016
H1170,84,84,0,0,0,77,67,79,68,100,100,98,1,77,81,98,89,0,88,84,0,61,8,83,78,90,89,91,87,38,100,4,0,97,93,98,0,0,91,0,0,0,38,100,4,0,0,92,91,100,5,73,78,73,85.1,93.9,MA PD,2016
H1230,89,85,0,0,0,80,70,78,52,99,0,0,0,82,84,97,92,0,90,85,0,61,8,83,81,89,89,91,87,10,100,2,0,0,0,98,0,0,91,0,0,0,10,100,2,0,0,91,93,100,7,80,83,81,54.7,0,MA PD,2016
H1264,71,53,0,0,0,75,64,83,58,89,75,58,0.76,24,64,95,67,0,52,65,0,70,12,0,71,85,83,83,83,31,0,21,0,91,95,82,0,0,77,13.8,74,0,31,0,21,0,0,84,83,99,6,70,72,65,10,35.8,MA PD,2016
H1286,76,70,0,0,0,72,72,81,47,97,0,0,0,56,72,88,81,0,73,71,0,53,10,82,78,82,85,79,84,13,100,19,0,0,0,96,0,0,98,0,0,0,13,100,19,0,0,81,91,99,6,79,80,77,44.9,0,MA PD,2016
H1291,0,0,0,0,0,0,69,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,96,0,0,98,0,0,0,0,60,0,0,0,0,0,98,6,82,83,83,20.5,0,PART D,2016
H1302,63,54,0,0,0,65,69,80,45,77,0,0,0,13,59,85,79,0,64,87,0,51,7,85,79,91,88,83,87,8,80,11,0,78,70,76,0,0,83,0,0,0,8,80,11,0,0,80,93,99,7,79,83,80,36.4,0,MA PD,2016
H1304,76,68,0,0,0,74,71,83,51,90,0,0,0,34,73,90,76,0,70,80,0,54,8,86,81,90,87,84,87,9,60,100,0,92,83,94,0,0,95,11.2,0,0,9,60,10,0,0,82,92,99,9,78,82,79,49.7,0,MA PD,2016
H1350,70,58,0,0,0,77,70,79,51,87,84,89,0.87,17,68,87,81,0,67,86,0,59,10,85,79,93,87,86,86,6,80,4,0,82,73,83,0,0,86,1.9,81,0,6,80,4,0,0,87,93,99,8,83,85,84,33.1,55.5,MA PD,2016
H1365,80,71,0,0,0,74,67,77,51,95,0,0,0,0,83,92,78,0,78,0,0,47,10,86,81,93,87,87,88,7,80,17,0,0,0,100,0,0,100,0,0,0,7,80,17,0,0,85,93,99,4,84,86,81,23.3,0,MA PD,2016
H1406,75,69,0,0,0,77,67,76,54,100,96,93,0.99,25,75,95,83,0,77,77,0,62,10,82,75,85,85,85,86,22,60,6,0,0,0,96,0,0,98,0.7,0,0,22,60,6,0,0,87,90,98,3,78,80,75,32.1,64.1,MA PD,2016
H1415,77,69,0,0,0,60,65,81,56,95,81,65,0.77,44,66,95,70,0,67,72,0,67,11,80,74,84,84,84,86,39,80,17,0,93,100,89,0,0,92,0,0,0,39,80,17,0,0,83,88,98,2,74,75,68,33.4,58.3,MA PD,2016
H1416,75,60,0,0,0,59,68,84,56,86,72,49,0.75,27,60,94,74,0,58,82,0,70,12,75,72,85,83,81,84,28,0,16,0,90,98,82,0,0,77,7.6,0,0,28,0,16,0,0,82,87,99,5,71,73,67,11.7,33.1,MA PD,2016
H1417,78,72,0,0,0,74,66,78,51,95,0,0,0,38,74,90,76,0,74,85,0,54,12,88,80,92,89,89,89,7,100,3,0,100,78,93,0,0,98,0,0,0,7,100,3,0,0,86,93,98,5,85,86,82,17.3,0,MA PD,2016
H1418,67,62,0,0,0,76,67,75,50,93,0,0,0,26,68,92,80,0,76,81,0,57,9,86,78,87,87,84,88,18,60,14,0,0,0,96,0,0,98,0,0,0,18,60,14,0,0,85,91,98,5,79,81,77,28.7,0,MA PD,2016
H1463,80,73,0,0,0,80,68,79,46,98,0,0,0,64,70,94,80,0,79,89,0,62,12,90,81,93,90,91,88,7,100,3,0,98,80,93,0,0,98,0,0,0,7,100,3,0,0,89,93,98,4,83,85,82,18.5,0,MA PD,2016
H1468,77,66,0,0,0,79,64,79,51,96,0,0,0,19,77,92,85,0,87,91,0,57,10,87,81,90,88,88,87,3,60,4,0,0,0,96,0,0,98,0,0,0,3,60,4,0,0,88,91,98,5,85,84,82,27.6,0,MA PD,2016
H1510,67,65,0,0,0,74,66,80,49,95,0,0,0,29,59,89,81,0,76,82,0,52,9,86,81,85,89,85,88,12,60,8,0,0,0,96,0,0,98,1.2,0,0,12,60,8,0,0,86,90,98,6,81,82,79,21.3,0,MA PD,2016
H1517,65,66,0,0,0,75,71,89,49,92,0,0,0,30,60,89,78,0,72,77,0,47,10,85,78,80,86,80,89,29,100,13,0,0,0,99,0,0,98,2.5,0,0,29,100,13,0,0,78,89,99,8,79,81,79,25.1,0,MA PD,2016
H1537,81,80,0,0,0,77,0,0,56,88,0,0,0,0,73,92,75,0,61,0,0,59,13,89,79,91,87,89,85,6,100,0,0,0,0,96,0,0,98,0,0,0,6,100,0,0,0,89,92,99,6,80,83,82,20.3,0,MA PD,2016
H1607,75,74,0,0,0,81,68,78,56,85,0,0,0,27,63,89,80,0,71,85,0,51,11,84,77,91,85,86,84,12,100,2,0,0,0,99,0,0,98,5.8,0,0,12,100,2,0,0,82,89,99,10,82,84,79,24.3,0,MA PD,2016
H1608,72,65,0,0,0,78,69,81,41,98,0,0,0,53,74,93,86,0,85,89,0,48,9,87,80,89,86,83,86,11,60,6,0,85,92,99,0,0,98,0.4,0,0,11,60,6,0,0,83,91,98,8,82,83,80,23.9,0,MA PD,2016
H1609,69,68,0,0,0,75,69,77,44,98,0,0,0,0,70,91,87,0,87,85,0,48,4,84,81,86,86,83,88,6,60,18,0,0,0,99,0,0,98,0,0,0,6,60,18,0,0,83,92,98,8,82,83,80,26.1,0,MA PD,2016
H1651,83,77,0,0,0,84,72,78,47,97,0,0,0,0,83,92,86,0,85,0,0,48,0,88,82,94,91,93,91,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2016
H1659,60,64,0,0,0,72,0,0,47,90,0,0,0,0,56,88,47,0,44,83,0,57,12,84,71,93,84,85,85,13,80,4,0,0,0,84,0,0,90,0,0,0,13,80,4,0,0,81,90,98,5,80,80,73,29.5,0,MA PD,2016
