CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness_D,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins.,Special Needs Plan (SNP) Care Management,Contract_Type,Year
H1080,59,64,91,89,65,66,58,79,48,51,41,26,31,20,55,84,69,49,62,68,37,59,13,88,78,90,85,85,85,43,12,80,0,85,92,95,96,0.9,90,1.9,1,96,43,12,8,0,0,83,91,99,6.5,81.9,72.1,71,66.9,0,MA PD,2013
H1099,77,76,93,95,73,71,66,78,49,80,0,0,0,19,79,92,90,62,72,85,39,59,13,87,78,93,87,89,85,15,100,50,0,56,94,86,96,1.7,83,0,0,96,15,100,5,0,89,84,92,99,6.6,84.5,75.5,73.2,71.7,0,MA PD,2013
H1108,47,42,81,75,72,57,60,78,50,51,64,57,60,70,67,89,56,37,46,59,35,66,100,85,74,87,85,87,83,6,0,11,0,74,85,97,0,0.9,87,6,0,0,6,0,11,0,0,88,91,99,11.9,78,67.5,70.5,63.2,0,MA PD,2013
H1109,64,55,93,94,62,67,67,77,55,68,0,0,0,0,65,91,78,57,62,0,34,57,12,87,77,90,86,84,85,17,40,16,0,89,0,94,86,3.2,89,3.8,0,86,17,40,16,0,80,82,89,99,2.7,85.4,71.3,68.9,65.5,0,MA PD,2013
H1110,73,65,82,90,71,81,0,0,55,61,0,0,0,0,78,90,72,55,64,0,42,58,15,87,76,89,87,84,85,16,40,100,0,79,0,94,0,3.2,89,0,0,0,16,40,1,0,0,82,90,98,5,84,71.5,72.8,70.5,0,MA PD,2013
H1111,65,57,91,89,54,60,59,75,45,55,47,24,35,0,55,88,67,44,51,80,35,62,12,87,69,87,84,86,83,64,0,20,0,71,0,95,97,0.9,90,2.2,0,97,64,0,20,0,0,86,92,99,11.2,84.8,67.6,65.4,61.1,0,MA PD,2013
H1112,65,56,88,89,60,57,62,75,51,66,61,31,52,0,52,91,63,38,47,64,23,53,14,82,72,86,84,85,82,49,80,13,0,88,90,84,99,1,86,1.1,0,99,49,80,13,0,78,86,91,99,7.9,87.4,63.2,61.1,56.7,0,MA PD,2013
H1170,83,86,96,97,60,72,65,75,57,99,98,97,96,30,86,97,91,74,75,78,33,54,11,84,77,89,87,90,87,45,100,30,0,93,80,99,93,0.4,95,0,0,93,45,100,3,0,87,90,92,99,4,87.8,74.5,77.5,69.2,0,MA PD,2013
H1216,57,48,83,80,55,54,68,77,47,69,62,47,53,0,53,85,61,39,53,0,0,0,16,79,73,83,83,85,82,15,80,17,0,94,91,84,99,1.1,86,0,0,99,15,80,17,0,0,86,88,98,5.5,82.8,58.5,64.4,56.6,0,MA PD,2013
H1230,89,79,99,98,76,78,66,74,53,96,0,0,0,61,85,97,90,81,88,82,37,59,100,86,80,89,89,90,89,18,100,100,0,0,0,99,90,0.2,95,0,0,90,18,100,1,0,84,90,93,99,3.2,91.3,78,79.3,79.4,0,MA PD,2013
H1251,73,67,92,92,72,76,69,78,52,100,0,0,0,26,69,84,66,54,0,71,31,65,100,91,77,91,86,89,86,10,80,38,0,0,0,0,0,0,0,0,0,0,10,80,38,0,0,83,92,99,4.5,82.1,73.2,73.7,70.4,0,MA PD,2013
H1264,66,47,92,91,58,63,62,69,50,67,52,31,50,32,60,90,61,45,49,67,0,75,12,80,69,84,82,83,80,65,80,21,0,92,100,84,99,1.1,86,1.3,0,99,65,80,21,0,0,83,87,99,7,89.6,60.8,62.5,53.5,0,MA PD,2013
H1286,70,53,88,85,61,67,58,78,46,52,0,0,0,26,62,91,83,52,59,76,32,50,90,86,80,86,86,82,86,36,0,90,0,86,87,94,96,0.7,91,0,0,96,36,0,9,0,85,83,90,99,7.7,85.6,78.3,75.8,73.2,0,MA PD,2013
H1291,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,79,83,88,83,89,0,67,0,0,0,0,98,0,0.7,97,0,0,0,0,67,0,0,0,82,91,97,4.7,80.6,82.8,80,69.8,0,PART D,2013
H1302,59,52,92,79,59,57,0,0,46,46,0,0,0,0,50,84,76,46,54,85,39,42,90,87,77,92,86,83,86,22,60,26,0,93,92,89,95,0.7,93,6.1,0,95,22,60,26,0,0,81,91,98,5.9,85.8,74.3,75.2,69.4,0,MA PD,2013
H1303,59,48,84,84,59,66,68,75,53,50,0,0,0,27,65,88,76,53,57,71,35,53,90,85,81,86,86,84,87,26,12,80,0,85,85,94,94,0.6,91,2,0,94,26,12,8,0,84,83,92,99,8.6,87.6,71.5,75.6,72.9,0,MA PD,2013
H1304,71,48,85,81,76,71,64,74,46,50,0,0,0,12,66,90,58,37,50,76,42,51,90,86,78,91,87,86,86,10,60,70,0,0,0,93,93,0.1,95,4.8,0,93,10,60,7,0,85,82,93,99,10.4,83.5,76.3,77.9,73.6,0,MA PD,2013
H1350,68,66,88,86,78,73,67,77,46,56,95,92,91,21,62,84,82,58,66,80,38,56,100,89,80,92,87,87,87,11,60,80,0,87,90,89,96,0.7,93,14.5,0,96,11,60,8,0,0,85,93,98,7.2,84.8,78.4,80.5,75.7,0,MA PD,2013
H1365,80,51,0,94,73,68,0,0,50,61,0,0,0,0,77,89,46,39,34,0,47,41,60,89,83,92,88,90,89,22,80,90,0,0,0,91,98,1.6,89,7.2,0,98,22,80,9,0,84,86,92,99,3.8,90.6,75.1,79.2,74.7,0,MA PD,2013
H1406,71,65,90,93,57,71,61,79,53,89,0,0,0,14,69,92,82,62,68,76,32,56,13,85,76,87,87,86,86,42,47,60,0,98,96,98,96,0.6,97,0,0,96,42,47,6,0,80,86,91,97,4.5,86.1,74.6,74.8,68.6,0,MA PD,2013
H1415,74,65,88,88,52,55,66,80,52,89,83,75,76,15,65,92,69,50,64,76,34,65,13,83,73,85,85,83,84,45,80,13,0,98,95,84,94,2.2,85,0,0,94,45,80,13,0,0,85,90,99,4.7,88.3,69.8,68.7,61.6,0,MA PD,2013
H1416,71,57,87,82,58,59,71,77,56,80,67,39,62,19,64,89,68,44,57,77,36,72,15,79,69,86,84,82,85,49,80,11,0,95,94,84,98,1.1,86,0,0,98,49,80,11,0,77,84,90,99,4,88.6,67.4,68.1,58,0,MA PD,2013
H1417,75,68,90,87,71,76,65,77,48,77,0,0,0,28,65,85,80,59,69,86,36,51,15,89,79,91,88,89,88,37,80,50,0,91,0,84,94,0.5,88,0,0,94,37,80,5,0,84,86,92,99,8.1,83.7,79.7,81.6,76.6,0,MA PD,2013
H1418,63,53,89,85,57,68,63,79,50,73,0,0,0,19,55,89,73,53,68,74,34,56,15,85,76,85,86,84,84,48,67,90,0,99,0,98,97,0.6,97,1,0,97,48,67,9,0,82,84,90,97,5.1,83.7,78.2,77.5,72.7,0,MA PD,2013
H1419,0,0,0,0,0,0,70,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,94,100,3,89,0,0,1,0,40,0,0,0,0,0,99,0.6,86.5,69.7,67,61.7,0,PART D,2013
H1463,77,78,87,87,74,75,66,78,46,85,0,0,0,23,70,89,87,58,68,90,31,61,13,86,82,92,88,91,89,17,80,20,0,96,67,84,0,0.5,88,0,0,0,17,80,2,0,88,88,94,99,8.8,83.8,82,84.1,79,0,MA PD,2013
H1468,73,62,93,91,72,72,64,79,44,82,0,0,0,17,69,90,83,54,72,73,32,54,14,88,79,86,89,88,89,15,67,60,0,96,0,98,95,0.6,97,0,0,95,15,67,6,0,81,87,93,97,8.7,84.9,80.6,82.2,76.3,0,MA PD,2013
H1509,62,47,89,88,63,79,64,79,49,46,59,38,32,19,67,88,69,51,60,82,37,49,11,87,74,90,87,84,87,22,0,20,0,76,87,95,93,0.9,90,0.8,93,93,22,0,2,0,0,85,92,99,10.1,83.4,75.2,75.9,71,0,MA PD,2013
H1510,65,59,87,85,65,72,69,79,46,66,0,0,0,23,56,87,73,48,64,79,30,46,13,86,78,86,88,85,85,19,67,18,0,98,93,98,94,0.7,97,0.4,0,94,19,67,18,0,84,85,90,98,8.2,83.9,78.3,78.7,74.9,0,MA PD,2013
H1517,62,57,86,89,62,69,0,0,47,72,0,0,0,0,62,89,77,55,61,84,34,49,100,87,79,84,87,87,88,63,47,90,0,0,0,61,95,0.4,64,0,0,95,63,47,9,0,0,88,91,96,8.9,86.2,77.9,78.1,75.5,0,MA PD,2013
H1595,0,0,0,0,0,69,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,54,0,85,75,87,87,88,84,48,100,0,0,0,0,85,97,1.3,84,0,0,97,48,100,0,0,0,86,92,98,10.5,84.5,74.5,79.4,75.7,0,PART D,2013
H1607,66,60,87,84,62,67,63,80,46,69,0,0,0,0,64,88,79,55,65,80,34,52,100,87,76,89,87,84,85,68,47,12,0,0,0,68,93,0.4,74,32.7,0,93,68,47,12,0,81,82,90,96,8.2,81.8,73.2,76,70.1,0,MA PD,2013
H1608,67,48,88,89,61,68,70,77,38,63,0,0,0,41,65,90,80,62,67,81,33,48,14,87,77,87,88,84,87,30,40,70,0,0,0,89,97,0.5,89,1.9,0,97,30,40,7,0,0,85,94,99,5.6,83.3,78.1,79.2,73.9,0,MA PD,2013
H1609,67,59,89,90,62,68,63,80,44,74,0,0,0,34,69,91,80,55,72,0,32,52,14,86,79,89,87,86,88,18,40,12,0,92,0,89,98,0.5,89,2.9,0,98,18,40,12,0,82,86,93,99,6.3,84,79.4,76.9,75,0,MA PD,2013
H1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,80,0,0,0,0,91,0,1.6,81,0,0,0,59,80,0,0,0,0,0,98,4.1,86.5,75.5,79.1,74.1,0,PART D,2013
H1681,60,51,87,88,54,60,0,0,46,47,0,0,0,0,46,85,66,44,55,63,33,45,11,88,73,88,86,86,84,74,67,26,0,92,0,98,97,0.6,97,0,0,97,74,67,26,0,86,86,92,98,13.2,84.6,73.4,72.8,67.8,0,MA PD,2013
H1716,63,62,87,82,69,74,67,79,52,66,0,0,0,18,57,89,71,46,60,80,34,47,12,87,80,85,88,85,87,49,67,25,0,98,0,98,98,0.6,97,0.8,0,98,49,67,25,0,82,85,91,98,8.1,84.5,78.7,76.3,72.5,0,MA PD,2013
H1717,48,45,77,76,56,58,62,87,40,62,84,99,99,0,59,86,65,46,57,0,26,57,90,86,77,85,86,82,85,38,12,18,0,94,83,95,99,0.7,90,4.3,0,99,38,12,18,0,0,80,91,98,9.8,81.3,68.1,67.9,65.6,0,MA PD,2013
H1777,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,80,30,0,0,0,79,0,1.6,89,10.6,0,0,15,80,3,0,0,0,0,92,5.9,73.6,71,71.6,72.5,0,PART D,2013
H1806,67,63,86,88,63,71,63,75,46,51,0,0,0,19,55,89,67,48,65,72,35,55,12,85,77,84,88,84,85,18,67,18,0,99,100,98,94,0.7,97,0,0,94,18,67,18,0,0,85,91,97,10.1,84.2,76.4,77.3,70.5,0,MA PD,2013
H1846,0,0,0,0,0,69,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,62,0,85,75,91,87,87,86,0,100,0,0,0,0,98,0,1.6,95,0,0,0,0,100,0,0,0,83,89,99,9,80.5,62.6,74.2,67.3,0,PART D,2013
H1849,60,59,87,89,57,69,64,76,41,58,0,0,0,17,56,91,81,55,70,72,29,56,14,86,76,87,87,86,89,31,47,50,0,64,0,68,98,0.4,74,9.8,0,98,31,47,5,0,0,83,90,97,9.2,80,72.6,74.6,69.6,0,MA PD,2013
H1903,69,56,90,86,64,71,58,81,42,46,55,27,46,90,52,90,61,39,56,53,32,61,16,85,72,85,87,84,86,64,80,16,0,95,100,84,98,1.1,86,0,0,98,64,80,16,0,83,85,90,99,11.6,85.5,61.1,65,59.7,0,MA PD,2013
H1906,63,45,92,89,53,68,62,73,38,28,0,0,0,14,45,85,65,55,60,61,34,61,15,92,76,91,89,90,87,55,67,60,0,100,0,98,0,0.6,97,2.9,0,0,55,67,6,0,86,89,93,97,11,80.7,74.6,75.8,71.2,0,MA PD,2013
H1944,74,55,91,88,64,72,0,0,54,49,0,0,0,0,70,93,69,51,58,81,0,51,13,86,77,85,86,80,87,43,12,90,0,81,95,94,96,0.9,91,4,0,96,43,12,9,0,0,83,91,99,3,85.2,74.3,77,71.3,0,MA PD,2013
H1951,73,68,88,88,72,73,69,75,50,67,83,79,76,24,64,89,76,51,66,75,38,58,13,87,75,88,88,89,87,21,47,30,0,97,87,98,96,0.6,97,0,92,96,21,47,3,0,82,86,90,97,12.2,84.7,73.7,74.1,68.9,0,MA PD,2013
H1961,78,64,91,93,80,70,69,76,46,67,84,79,59,60,69,91,82,58,59,74,38,63,16,88,71,92,86,90,84,13,100,30,0,86,96,96,88,0.6,93,0.6,0,88,13,100,3,0,85,87,93,98,13.2,84.7,72.1,71.7,67,0,MA PD,2013
H2001,78,62,93,89,75,72,67,78,53,61,0,0,0,0,79,90,76,55,62,91,40,50,13,85,81,85,87,84,86,28,0,100,0,75,91,94,96,0.9,91,0,0,96,28,0,10,0,0,84,92,99,4.2,83,79.4,82.1,75.6,0,MA PD,2013
H2012,64,53,84,87,60,66,0,0,49,65,0,0,0,23,56,89,68,50,59,75,29,58,14,86,75,87,87,87,88,65,67,12,0,100,100,98,96,0.6,97,0.4,82,96,65,67,12,0,82,87,91,98,9,85.3,76.1,75.2,70.9,0,MA PD,2013
H2029,70,53,93,89,60,40,70,76,55,31,0,0,0,0,48,85,27,24,40,49,0,60,11,83,62,87,85,88,73,58,47,15,0,93,0,91,96,0.7,86,0,0,96,58,47,15,0,0,83,87,98,7.6,90.5,59.2,58.3,40.1,0,MA PD,2013
H2108,68,63,89,89,73,66,66,79,46,57,57,36,43,26,74,88,59,36,39,69,32,70,15,77,71,84,80,79,83,97,80,100,0,97,81,98,95,2.5,80,0,0,95,97,80,10,0,0,78,84,99,5.7,84.8,66.4,66.4,60.8,0,MA PD,2013
H2111,38,26,85,77,50,0,0,0,39,67,82,89,89,90,67,83,69,52,48,0,29,80,80,0,0,0,0,0,0,17,12,60,0,0,0,97,0,0.9,87,0,0,0,17,12,6,0,0,0,0,99,11.9,74.9,75.5,76,72.8,0,MA PD,2013
H2112,65,65,87,88,67,73,65,76,52,61,0,0,0,15,66,92,80,57,71,71,29,61,15,85,77,88,84,79,86,83,40,80,0,85,100,94,91,3.2,89,2.1,0,91,83,40,8,0,81,80,91,98,3.1,84.8,73.8,76.6,70.4,0,MA PD,2013
H2150,90,82,96,95,74,79,66,76,60,97,0,0,0,67,81,97,89,73,86,84,34,63,0,86,77,89,86,88,87,30,80,20,0,98,93,0,93,0,0,0,0,93,30,80,2,0,0,90,93,99,3.9,90.9,78.9,80.3,75.5,0,MA PD,2013
H2165,70,60,90,88,49,61,0,0,35,62,0,0,0,0,40,87,69,43,65,0,37,48,100,84,74,87,86,84,84,98,80,12,0,0,0,89,89,2.5,80,9.7,0,89,98,80,12,0,0,83,92,99,10.7,85.8,72.3,66.7,64.4,0,MA PD,2013
H2174,60,46,76,81,62,59,66,74,47,78,66,48,44,12,71,85,79,52,67,67,43,61,12,89,81,92,86,88,87,25,100,40,0,85,75,94,0,1.3,96,38.4,0,0,25,100,4,0,89,87,93,98,15.1,84.1,80.2,79.9,80.3,0,MA PD,2013
H2182,63,50,84,86,55,61,0,0,55,51,0,0,0,27,53,89,68,45,49,80,41,63,90,87,73,87,85,82,82,53,12,16,0,75,86,94,96,0.9,91,1.3,0,96,53,12,16,0,83,83,92,99,7.2,86.4,63.7,64.8,58.6,0,MA PD,2013
H2224,78,53,90,88,78,80,0,0,59,69,99,100,99,17,76,94,52,39,55,64,47,86,16,86,72,87,84,89,86,2,100,40,0,0,0,56,0,0.9,50,7.2,0,0,2,100,4,0,0,86,91,98,9.9,80.2,82.2,78.5,77.2,0,MA PD,2013
H2225,83,65,82,87,76,82,0,0,61,78,96,95,97,12,76,98,73,59,69,0,41,85,11,85,76,87,86,88,87,0,100,30,0,79,57,78,0,1.7,81,0,0,0,0,100,3,0,0,88,92,99,5.3,85.8,82.4,79.1,77.6,0,MA PD,2013
H2226,73,71,88,89,80,81,0,0,56,71,63,50,61,90,83,92,70,55,57,56,47,81,100,83,74,85,86,89,86,9,12,40,0,0,0,97,0,0.9,87,1.8,0,0,9,12,4,0,0,88,92,99,8.3,83.8,76.8,76,70.8,0,MA PD,2013
H2228,28,23,0,77,82,0,0,0,33,84,89,98,98,20,81,90,80,50,0,0,47,80,80,0,0,0,0,0,0,0,12,15,0,0,0,97,0,0.9,87,0,0,0,0,12,15,0,0,0,0,99,8.6,67.1,80.1,79.9,79.2,0,MA PD,2013
H2230,82,75,92,93,81,79,70,77,54,62,0,0,0,17,78,93,86,63,68,82,46,55,11,86,78,94,87,84,87,12,100,80,0,100,88,94,99,0.9,91,2,0,99,12,100,8,0,84,82,91,98,4.3,82,81.6,82.6,76.9,0,MA PD,2013
H2237,70,48,77,76,62,69,65,76,59,48,0,80,0,0,53,89,0,0,0,69,0,74,16,87,81,90,86,87,85,21,100,60,0,0,0,77,0,0.4,92,2.3,0,0,21,100,6,0,87,87,88,99,8.9,89.3,57.3,59.3,58.3,0,MA PD,2013
H2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,88,0,1.9,87,0,0,0,0,80,0,0,0,0,0,99,11.1,87.5,80.9,74.1,75.4,0,PART D,2013
H2256,85,84,94,95,82,80,65,77,59,91,0,0,0,22,88,95,92,72,78,85,36,62,14,87,80,90,88,89,88,12,80,20,0,93,94,89,94,1.9,88,7,48,94,12,80,2,0,83,86,92,98,3.8,82.3,81,82.3,77.5,0,MA PD,2013
H2261,84,77,93,92,78,79,65,82,49,63,0,0,0,19,81,91,84,66,66,78,32,59,13,87,78,92,86,85,88,7,100,70,0,100,85,94,94,0.9,91,1.5,0,94,7,100,7,0,81,82,91,98,4.7,79.3,83,82.9,78.6,0,MA PD,2013
H2312,81,78,85,88,75,75,63,78,49,80,0,0,0,21,79,94,81,61,70,84,36,61,14,89,76,87,88,88,86,16,100,20,0,86,84,79,82,1.5,88,0.8,0,82,16,100,2,0,0,82,93,98,5.7,85.5,78.3,82.5,76.6,0,MA PD,2013
H2320,84,77,92,95,69,76,67,79,51,90,0,0,0,56,81,93,88,68,73,81,41,52,100,90,82,93,90,89,89,9,60,20,0,93,90,78,94,1.1,76,0.4,75,94,9,60,2,0,88,85,94,99,6.7,84.3,76.9,81.7,77.5,0,MA PD,2013
H2322,76,60,89,84,68,75,62,72,54,64,0,0,0,18,76,90,76,55,60,77,39,63,12,88,77,89,88,87,86,36,100,80,0,0,0,79,76,1.5,88,2.6,0,76,36,100,8,0,0,84,94,98,7,83,81.3,83.7,76,0,MA PD,2013
H2323,0,0,0,0,0,0,60,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,21,0,99,54,78,0,2,76,0,0,0,0,100,21,0,0,0,0,98,13.4,82.9,85.3,77.7,81.9,0,PART D,2013
H2354,87,85,95,96,68,76,66,77,52,84,0,0,0,30,84,94,88,60,68,84,40,54,100,89,78,92,89,90,86,14,100,100,0,0,0,85,91,1.3,84,0,0,91,14,100,1,0,0,90,93,97,7.6,81.5,78.9,79.7,76.8,0,MA PD,2013
H2406,36,30,0,76,85,0,0,0,34,89,88,98,99,0,89,84,82,60,0,0,0,78,90,0,0,0,0,0,0,6,12,50,0,0,0,97,0,0.9,87,0,0,0,6,12,5,0,0,0,0,98,18.6,71,90.9,81.5,80.3,0,MA PD,2013
H2416,59,58,76,79,74,72,0,0,44,61,83,81,79,31,76,84,64,38,64,0,40,80,14,90,83,90,88,90,88,0,100,20,0,0,0,92,0,1.3,91,0,0,0,0,100,2,0,0,88,95,98,10.2,77.6,84.4,82.1,80.9,0,MA PD,2013
H2419,68,56,90,88,72,74,0,0,39,73,88,63,75,90,73,88,74,62,74,0,38,83,13,89,84,90,88,89,91,0,100,20,0,0,0,27,0,1.3,38,0,0,0,0,100,2,0,0,88,94,98,8.9,74.1,85.5,83.9,81.4,0,MA PD,2013
H2422,67,57,87,87,79,85,0,0,53,93,98,96,86,11,78,91,84,66,79,62,40,86,100,88,79,89,88,89,87,0,100,30,0,0,0,95,0,1.1,95,0,0,0,0,100,3,0,85,87,90,99,6.9,76.8,80,76.5,78.5,0,MA PD,2013
H2425,54,55,81,83,72,72,0,0,45,78,74,78,36,90,76,89,73,56,76,67,39,88,14,90,82,86,89,90,89,0,100,20,0,96,73,78,0,1.3,84,4.9,0,0,0,100,2,0,0,88,92,98,6.8,77.2,85.2,82.9,80.2,0,MA PD,2013
H2450,78,73,90,90,79,74,63,79,46,86,0,0,0,18,70,89,88,68,78,89,36,54,0,89,81,93,88,90,90,8,80,20,0,96,91,0,85,0,0,0,54,85,8,80,2,0,0,87,93,99,6.1,84.2,84.6,84.3,80.8,0,MA PD,2013
H2456,53,49,84,86,74,71,0,0,48,77,81,94,53,90,75,89,78,54,68,57,42,80,14,87,81,87,89,90,92,7,100,40,0,0,0,87,0,0.8,89,39.3,0,0,7,100,4,0,0,87,92,97,5.6,80.5,74.5,75.4,72.4,0,MA PD,2013
H2457,0,0,0,0,0,0,0,0,46,0,93,61,71,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,100,0,0,0,0,87,0,1.7,84,0,0,0,0,100,0,0,0,0,0,96,7.6,86.9,74.4,77.6,78,0,PART D,2013
H2458,58,53,87,84,77,74,0,0,47,87,93,93,81,13,75,90,88,59,74,58,39,78,15,84,82,88,87,88,87,2,100,20,0,0,0,75,0,0.4,59,1,0,0,2,100,2,0,0,86,92,99,9.5,80.4,80.7,80.3,79.7,0,MA PD,2013
H2459,77,69,91,92,78,75,65,77,49,83,0,0,0,17,75,92,84,67,75,84,37,54,13,86,82,93,88,88,87,12,100,40,0,94,87,89,93,0.8,91,9.2,0,93,12,100,4,0,85,83,92,97,3.5,83.3,84.3,84.1,79.7,0,MA PD,2013
H2462,85,81,94,95,84,86,67,78,52,94,0,0,0,14,84,93,92,79,83,92,37,59,0,88,83,95,90,91,89,6,100,20,0,98,86,0,94,0,0,0,0,94,6,100,2,0,89,88,94,99,5.6,79.7,86.2,86,84,0,MA PD,2013
H2486,59,57,83,81,49,72,0,0,53,69,0,0,0,0,48,89,70,44,65,71,38,50,100,87,78,84,87,87,87,32,67,70,0,100,0,98,94,0.5,97,2.7,0,94,32,67,7,0,82,87,90,98,8.3,88.2,77.4,76.2,73.9,0,MA PD,2013
H2491,69,57,0,92,70,74,0,0,60,74,44,25,42,0,71,91,53,42,56,0,0,74,80,82,72,85,85,87,81,23,60,70,0,0,0,84,94,1.3,86,12.1,0,94,23,60,7,0,77,85,86,99,6.5,91,63.7,66.4,59.5,0,MA PD,2013
H2542,68,59,88,87,71,65,0,0,48,74,0,0,0,17,59,90,70,53,60,60,33,48,15,85,74,86,86,86,83,52,67,19,0,98,85,98,95,0.7,97,0.9,0,95,52,67,19,0,80,86,90,97,7.1,84.4,74.8,74.4,68.2,0,MA PD,2013
H2593,78,69,89,87,68,67,0,0,54,85,89,90,93,47,59,95,79,53,74,78,32,59,100,78,71,88,83,86,80,71,80,11,0,83,80,96,93,0.6,96,0,0,93,71,80,11,0,83,85,90,99,4.4,89.3,73.7,74.6,67.3,0,MA PD,2013
H2610,78,70,92,93,75,77,67,76,53,86,0,0,0,31,75,91,89,60,69,72,41,56,11,88,79,93,89,90,89,8,100,40,0,66,84,92,96,1.9,92,4.8,0,96,8,100,4,0,0,88,94,97,6.2,84.2,76,76.8,70.7,0,MA PD,2013
H2611,67,60,89,86,68,68,65,78,48,76,0,0,0,16,65,89,80,54,66,85,33,54,13,86,75,86,87,83,88,80,20,28,0,88,77,89,77,1.3,89,9,0,77,80,20,28,0,82,83,91,99,7.7,81.3,73.7,73.4,67.7,0,MA PD,2013
H2643,43,49,0,80,56,66,0,0,61,56,56,28,3,0,57,92,69,47,54,0,0,68,15,76,69,84,81,84,83,12,100,22,0,0,0,42,0,0.4,42,0,0,0,12,100,22,0,0,85,89,99,7,91.8,66.5,67,57,0,MA PD,2013
H2649,66,63,87,89,69,72,66,79,49,67,0,0,0,21,69,92,83,59,65,74,32,53,13,87,79,87,87,87,88,28,47,50,0,99,94,98,97,0.6,97,1.1,0,97,28,47,5,0,79,86,90,97,7.5,85.4,78,78,72.8,0,MA PD,2013
H2654,62,57,88,88,49,74,68,77,44,67,59,26,28,19,55,91,77,56,65,75,33,53,11,86,76,89,86,84,87,31,12,11,0,75,82,95,96,0.7,90,0.2,0,96,31,12,11,0,89,85,93,99,6.5,83.8,74.8,76.1,71.9,0,MA PD,2013
H2663,75,71,86,87,75,75,65,81,50,68,0,0,0,26,74,94,84,63,71,81,37,59,13,86,78,90,87,85,86,27,40,70,0,89,81,89,96,0.5,89,6.8,0,96,27,40,7,0,0,85,92,99,6.5,82.6,78.3,79.1,74.8,0,MA PD,2013
H2667,74,77,89,88,73,73,67,77,46,88,0,0,0,20,74,91,84,61,67,85,29,55,14,87,79,86,89,86,88,66,60,90,0,92,76,89,81,1.3,89,3.5,0,81,66,60,9,0,82,85,92,99,8.5,81.3,76.3,76.3,71.9,0,MA PD,2013
H2672,64,71,91,89,71,72,66,76,47,69,0,0,0,21,71,90,84,63,69,80,35,57,14,88,78,88,87,86,87,29,40,90,0,100,0,89,97,0.5,89,3.4,0,97,29,40,9,0,83,86,92,99,7.2,85.6,76.2,74.5,70,0,MA PD,2013
H2701,73,56,85,80,70,70,63,80,46,43,0,0,0,23,60,87,67,40,45,82,36,48,11,86,78,92,87,85,87,12,80,40,0,86,68,82,88,1,74,3.3,0,88,12,80,4,0,84,83,93,97,4.9,84.2,76.5,79.8,73.5,0,MA PD,2013
